# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/human_genome/Homo_sapiens.GRCh38.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "human60705_heartReclassedAsLiver_rna_dupsRemoved.bam" "human60705_kidney_rna_dupsRemoved.bam" "human60705_liver_rna_dupsRemoved.bam" "human60705_lung_rna_dupsRemoved.bam" "human61317_heart_rna_dupsRemoved.bam" "human61317_kidney_rna_dupsRemoved.bam" "human61317_liver_rna_dupsRemoved.bam" "human61317_lung_rna_dupsRemoved.bam" "human62789_heart_rna_dupsRemoved.bam" "human62789_kidney_rna_dupsRemoved.bam" "human62789_liver_rna_dupsRemoved.bam" "human62789_lung_rna_dupsRemoved.bam" "human62905_heart_rna_dupsRemoved.bam" "human62905_kidney_rna_dupsRemoved.bam" "human62905_liver_rna_dupsRemoved.bam" "human62905_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	human60705_heartReclassedAsLiver_rna_dupsRemoved.bam	human60705_kidney_rna_dupsRemoved.bam	human60705_liver_rna_dupsRemoved.bam	human60705_lung_rna_dupsRemoved.bam	human61317_heart_rna_dupsRemoved.bam	human61317_kidney_rna_dupsRemoved.bam	human61317_liver_rna_dupsRemoved.bam	human61317_lung_rna_dupsRemoved.bam	human62789_heart_rna_dupsRemoved.bam	human62789_kidney_rna_dupsRemoved.bam	human62789_liver_rna_dupsRemoved.bam	human62789_lung_rna_dupsRemoved.bam	human62905_heart_rna_dupsRemoved.bam	human62905_kidney_rna_dupsRemoved.bam	human62905_liver_rna_dupsRemoved.bam	human62905_lung_rna_dupsRemoved.bam
gene:ENSG00000135929	2	218781749	218815293	+	33545	3171	1000	2809	1396	665	222	1832	1520	120	930	2778	1650	632	988	1650	1474
gene:ENSG00000115592	2	218822383	218832086	-	9704	5	3	1	3	2	2	2	6	2	2	12	2	3	0	4	1
gene:ENSG00000115596	2	218859805	218874233	+	14429	5	25	9	4	74	16	19	23	12	30	2	6	74	11	24	34
gene:ENSG00000135925	2	218880852	218899581	+	18730	3	90	5	26	7	58	8	46	1	68	3	35	5	29	5	37
gene:ENSG00000171450	2	218959666	218962155	+	2490	2	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000163497	2	218981087	218985184	-	4098	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
gene:ENSG00000163499	2	218990189	218993422	-	3234	3	0	2	2	0	0	1	3	0	1	0	3	0	0	0	0
gene:ENSG00000181378	2	219002846	219041527	-	38682	11	68	7	260	2	24	19	214	0	23	16	804	5	30	33	535
gene:ENSG00000163501	2	219054424	219060921	-	6498	33	49	15	19	5	21	82	72	0	107	95	103	4	181	33	57
gene:ENSG00000187736	2	219075317	219160865	-	85549	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
gene:ENSG00000280537	2	219075329	219170827	-	95499	3	3	2	9	34	41	32	43	22	367	72	167	14	46	8	69
gene:ENSG00000213901	2	219161465	219170095	-	8631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000115649	2	219171897	219178106	-	6210	688	1260	587	635	777	788	363	908	146	1290	411	816	729	1532	230	1060
gene:ENSG00000144567	2	219176225	219185475	+	9251	1255	1536	946	989	954	1124	976	1430	164	1650	1039	1293	632	1901	542	1661
gene:ENSG00000158552	2	219195237	219209651	+	14415	569	645	461	412	512	422	654	716	118	647	645	701	374	726	435	880
gene:ENSG00000115657	2	219209772	219218994	-	9223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284820	2	219209772	219222738	-	12967	4	0	0	1	2	0	4	3	0	0	0	2	2	2	0	19
gene:ENSG00000198925	2	219219380	219229717	-	10338	401	422	376	296	512	237	180	754	50	387	154	549	370	554	98	943
gene:ENSG00000163516	2	219229783	219236679	+	6897	1063	2008	766	1147	890	1066	1347	1640	217	1356	686	1206	1006	1814	685	2239
gene:ENSG00000163521	2	219236598	219245478	-	8881	105	592	87	232	35	95	103	184	12	511	76	258	45	508	77	290
gene:ENSG00000115661	2	219245455	219250337	+	4883	592	560	397	317	206	304	359	359	66	620	413	403	210	565	285	456
gene:ENSG00000127824	2	219249710	219278170	-	28461	480	623	429	397	1121	588	369	1246	126	635	201	991	1045	875	303	906
gene:ENSG00000243910	2	219253243	219272197	+	18955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000135924	2	219279267	219286900	+	7634	993	1434	837	1130	2867	1977	1735	4205	403	1574	1103	2021	1552	1943	766	2191
gene:ENSG00000054356	2	219289623	219309648	-	20026	14	5	10	20	3	2	4	6	0	2	0	7	0	1	2	4
gene:ENSG00000182698	2	219327407	219333177	-	5771	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene:ENSG00000123992	2	219373527	219400022	-	26496	1174	964	902	1161	879	402	612	1352	200	842	559	1659	969	1077	493	1766
gene:ENSG00000175084	2	219418377	219426734	+	8358	859	167	169	1632	5196	428	384	1551	3531	591	287	2424	5215	199	224	3410
gene:ENSG00000280323	2	219427477	219429319	+	1843	7	2	2	16	67	1	0	10	66	0	1	83	219	3	0	78
gene:ENSG00000072195	2	219434843	219493629	+	58787	66	287	51	511	1213	91	72	741	246	250	46	558	2517	179	127	1056
gene:ENSG00000286143	2	219491867	219498244	+	6378	1	2	2	3	13	0	2	18	1	14	1	8	29	8	1	7
gene:ENSG00000286095	2	219496125	219498287	+	2163	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0
gene:ENSG00000144591	2	219498867	219506989	+	8123	899	549	781	466	772	505	898	821	111	634	554	449	510	730	524	999
gene:ENSG00000072182	2	219514170	219538772	+	24603	1	6	0	10	2	2	4	16	3	1	4	30	3	3	7	64
gene:ENSG00000123989	2	219538948	219543809	-	4862	932	840	815	676	1294	540	827	1294	486	950	616	838	1471	1245	771	1143
gene:ENSG00000188760	2	219543663	219550595	+	6933	102	132	72	72	169	97	36	86	22	87	48	58	108	86	37	135
gene:ENSG00000124006	2	219550728	219571859	-	21132	1146	2513	923	1019	1926	1885	658	1164	747	3162	997	1275	3233	2517	406	1622
gene:ENSG00000123999	2	219569162	219575711	+	6550	14	54	5	25	39	36	1	14	22	105	19	18	19	84	3	27
gene:ENSG00000144589	2	219597857	219616451	+	18595	375	710	263	530	450	702	266	810	70	650	179	694	429	744	248	1370
gene:ENSG00000114923	2	219627394	219641980	+	14587	152	354	20	59	3395	725	21	182	906	464	36	77	5062	525	26	769
gene:ENSG00000116106	2	221418027	221574202	-	156176	59	160	46	168	238	215	102	411	118	604	40	599	323	299	194	988
gene:ENSG00000135903	2	222199888	222298996	-	99109	9	15	4	8	5	9	12	3	3	8	7	16	9	16	38	19
gene:ENSG00000163081	2	222298147	222305217	+	7071	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000163082	2	222424543	222562621	+	138079	72	1362	35	249	298	1073	100	590	31	1459	47	671	576	1887	114	195
gene:ENSG00000116120	2	222566899	222656092	-	89194	1114	798	799	638	445	277	643	523	111	722	449	725	588	629	513	979
gene:ENSG00000124003	2	222671658	222709930	+	38273	254	38	172	46	12	26	83	19	4	59	445	95	28	91	192	54
gene:ENSG00000123983	2	222860942	222944639	+	83698	2050	1072	1497	1308	941	1001	824	2193	153	1741	1069	2834	1217	1733	920	2728
gene:ENSG00000152049	2	223051814	223198399	+	146586	123	143	79	155	239	121	565	672	45	131	15	188	901	243	244	372
gene:ENSG00000171951	2	223596940	223602361	-	5422	2	35	2	110	3	13	1	51	0	5	0	54	9	11	5	74
gene:ENSG00000152056	2	223751686	223838027	-	86342	50	249	29	84	14	175	47	191	2	202	37	309	16	205	23	156
gene:ENSG00000286239	2	223757258	223945299	-	188042	99	153	79	135	28	37	74	70	15	118	74	135	64	180	91	277
gene:ENSG00000085449	2	223855716	223945357	-	89642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gene:ENSG00000135900	2	223957463	223967714	+	10252	598	466	476	201	371	286	406	410	84	566	386	195	389	604	326	436
gene:ENSG00000135919	2	223975045	224039318	-	64274	116	2284	79	374	826	327	358	801	142	694	137	326	613	759	240	615
gene:ENSG00000124019	2	224378698	224402107	-	23410	18	20	22	54	113	9	30	143	16	17	48	116	35	18	41	281
gene:ENSG00000036257	2	224470150	224585397	-	115248	1388	1108	969	964	892	855	858	1349	144	1517	670	1631	1000	1497	855	2222
gene:ENSG00000283428	2	224703764	224716365	-	12602	2	3	2	3	1	4	8	8	0	8	5	9	5	7	29	8
gene:ENSG00000135905	2	224765090	225042445	-	277356	222	305	133	700	92	153	209	592	39	422	214	1275	159	850	551	1770
gene:ENSG00000144460	2	225399710	225654018	+	254309	49	58	47	47	69	51	83	104	11	65	58	107	66	81	97	176
gene:ENSG00000279015	2	225761559	225762112	+	554	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene:ENSG00000169047	2	226731317	226799759	-	68443	1727	500	1488	479	652	735	1164	1530	103	719	1398	1201	732	1235	800	1606
gene:ENSG00000144468	2	226835581	226999215	+	163635	875	768	601	636	465	695	455	858	83	1245	301	1011	563	1492	419	1231
gene:ENSG00000081052	2	227002714	227164453	-	161740	199	1673	183	416	338	1272	259	1332	166	2673	115	2518	1241	3713	270	1580
gene:ENSG00000169031	2	227164624	227314792	+	150169	174	2254	121	756	268	1430	144	1346	94	4692	90	3927	1036	5882	196	2194
gene:ENSG00000168958	2	227325151	227357836	+	32686	853	1121	605	678	857	988	615	825	165	1659	491	979	1077	1574	459	1360
gene:ENSG00000168955	2	227362038	227381995	-	19958	3	6	1	7	3	8	9	5	0	6	8	5	2	17	17	9
gene:ENSG00000284629	2	227387683	227387949	-	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000173744	2	227472152	227561214	+	89063	1377	1374	938	1492	929	585	649	1854	87	1220	733	2669	1106	1484	747	2722
gene:ENSG00000285843	2	227587237	227587515	-	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284643	2	227598893	227599255	+	363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284622	2	227608784	227609101	+	318	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
gene:ENSG00000042304	2	227610090	227648606	-	38517	11	14	6	6	6	4	17	12	5	7	4	15	11	9	19	13
gene:ENSG00000284704	2	227614538	227614840	-	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284631	2	227616998	227618655	+	1658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284667	2	227666804	227667061	+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000135917	2	227683763	227718028	-	34266	746	333	565	249	76	106	174	593	5	276	743	712	178	511	342	615
gene:ENSG00000284725	2	227724440	227724757	-	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284718	2	227728335	227728625	+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284635	2	227745845	227746681	+	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000115009	2	227805739	227817564	+	11826	18	330	21	64	4	22	10	293	3	38	6	145	7	195	59	223
gene:ENSG00000123977	2	227871054	227924344	+	53291	8	34	4	91	6	10	9	57	7	28	4	261	8	18	26	137
gene:ENSG00000153820	2	227979955	228181687	-	201733	33	28	15	52	605	13	41	34	287	36	22	60	2358	43	85	175
gene:ENSG00000153823	2	228850526	229271285	-	420760	2437	320	1959	825	601	113	1066	1128	153	224	1001	1109	560	214	1244	1276
gene:ENSG00000187957	2	229357629	229714555	-	356927	84	308	62	161	55	605	71	110	25	492	60	169	89	901	170	175
gene:ENSG00000153827	2	229763838	229923239	-	159402	2487	1997	1699	2086	1494	1489	1650	2549	265	2589	1093	3552	1765	3095	1548	5381
gene:ENSG00000153832	2	229922302	230013119	+	90818	106	211	88	159	55	146	94	120	28	303	61	254	85	340	148	264
gene:ENSG00000163053	2	230034982	230068993	-	34012	84	109	62	123	156	107	121	245	41	176	54	230	132	176	104	378
gene:ENSG00000135899	2	230167293	230225729	-	58437	283	239	195	507	294	365	284	461	89	343	159	660	347	590	387	1694
gene:ENSG00000079263	2	230203110	230313215	+	110106	100	171	76	305	32	54	132	358	21	75	80	465	55	209	255	678
gene:ENSG00000185404	2	230327184	230403732	+	76549	680	596	485	810	261	297	733	893	101	426	477	1081	321	502	624	1698
gene:ENSG00000279964	2	230410700	230412529	-	1830	6	0	1	0	1	0	2	1	0	4	1	1	0	4	1	2
gene:ENSG00000067066	2	230415942	230545606	+	129665	2349	1673	1613	2302	1288	998	1956	2672	431	1437	1513	3557	1668	2118	2386	5867
gene:ENSG00000135932	2	230712842	230821075	+	108234	1420	1436	1065	1508	1515	1302	1386	2251	311	2228	885	2620	1536	2726	1221	3360
gene:ENSG00000135916	2	230864639	230879248	+	14610	662	2804	518	737	513	1934	590	814	296	1868	349	899	714	2273	313	1372
gene:ENSG00000135898	2	230907318	230961066	-	53749	50	63	48	49	39	51	46	47	19	73	40	68	57	72	60	93
gene:ENSG00000173699	2	230990324	231025055	+	34732	6	7	8	6	7	10	16	7	2	14	14	21	11	11	33	23
gene:ENSG00000204128	2	231037523	231049719	+	12197	3378	66	2769	149	44	53	1107	34	5	237	2702	72	50	189	1530	104
gene:ENSG00000173692	2	231056864	231172827	+	115964	1888	1165	1419	1028	963	686	755	1211	253	1365	787	1366	1187	1438	737	2262
gene:ENSG00000135914	2	231108230	231125042	-	16813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000135931	2	231198546	231374837	+	176292	371	745	353	482	336	424	382	973	183	662	307	894	375	706	537	728
gene:ENSG00000156966	2	231395710	231401164	+	5455	19	72	28	488	86	33	62	992	18	77	49	843	95	97	63	715
gene:ENSG00000115053	2	231453531	231483641	-	30111	3042	2574	2612	2264	2013	1540	2186	2953	595	2584	1685	2983	2102	2464	1807	3325
gene:ENSG00000171596	2	231523187	231530445	-	7259	22	38	26	200	7	11	22	90	4	81	191	411	11	65	37	292
gene:ENSG00000177673	2	231592864	231594276	+	1413	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1
gene:ENSG00000187514	2	231706895	231713541	+	6647	1130	1730	1014	1871	1221	1128	1305	2459	631	1676	955	2922	1127	1845	1259	1979
gene:ENSG00000156973	2	231732433	231786272	-	53840	172	250	137	260	211	265	204	292	74	333	170	328	316	391	244	728
gene:ENSG00000144524	2	231781671	231809254	+	27584	404	803	375	582	546	980	535	868	141	768	496	775	564	982	373	1517
gene:ENSG00000163273	2	231921809	231926396	-	4588	1	0	0	0	3	1	1	5	27	2	0	4	185	2	2	4
gene:ENSG00000144535	2	231961245	232344350	+	383106	685	1014	506	670	372	454	482	1118	147	800	345	1591	707	1015	570	1305
gene:ENSG00000163283	2	232378724	232382889	+	4166	1	1	0	89	0	1	0	108	0	4	1	65	0	1	2	920
gene:ENSG00000163286	2	232406844	232410714	+	3871	0	2	0	21	0	1	0	56	0	0	0	31	0	0	0	211
gene:ENSG00000163295	2	232456125	232460753	+	4629	0	2	0	0	0	5	5	1	0	51	0	2	0	30	2	14
gene:ENSG00000171551	2	232479827	232487834	-	8008	1	9	0	1	13	101	0	20	2	30	0	2	7	76	11	3
gene:ENSG00000237412	2	232520388	232525716	+	5329	0	0	0	0	1	1	0	0	0	0	0	1	5	2	3	0
gene:ENSG00000135902	2	232525993	232536667	+	10675	7	3	6	1	1	4	4	1	0	1	4	8	3	3	8	6
gene:ENSG00000196811	2	232539692	232548115	+	8424	7	3	6	6	6	3	7	7	2	4	0	5	3	10	9	8
gene:ENSG00000221944	2	232547970	232550557	-	2588	41	173	36	66	31	142	38	82	12	227	66	50	38	204	73	125
gene:ENSG00000135930	2	232550674	232583644	+	32971	1302	1295	956	835	797	918	772	923	224	1586	877	881	1169	1717	724	1790
gene:ENSG00000115468	2	232606057	232682780	+	76724	1030	1360	869	287	713	2489	979	536	240	2184	173	203	607	2248	229	435
gene:ENSG00000204120	2	232697299	232860575	+	163277	1164	788	817	677	481	613	703	1034	125	1273	378	1437	630	1295	528	1825
gene:ENSG00000115474	2	232765802	232776565	-	10764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000182600	2	232857270	232878708	+	21439	260	123	223	62	62	78	61	40	14	141	450	47	85	151	80	116
gene:ENSG00000066248	2	232878701	233013256	-	134556	1490	409	1293	65	36	90	631	82	18	302	882	91	52	439	565	116
gene:ENSG00000115488	2	233032672	233035057	+	2386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000168918	2	233059967	233207903	+	147937	196	526	126	837	193	118	282	886	113	229	230	1357	352	374	803	1868
gene:ENSG00000085978	2	233210051	233295674	+	85624	454	381	384	359	329	193	379	456	98	414	345	532	312	474	430	977
gene:ENSG00000130561	2	233307816	233347055	+	39240	16	10	5	9	10	8	19	18	8	15	7	18	9	14	34	23
gene:ENSG00000077044	2	233354507	233472104	+	117598	904	918	621	1463	1890	238	670	2408	278	578	526	3225	1736	1060	918	4363
gene:ENSG00000085982	2	233475520	233566782	-	91263	1517	1264	1072	826	559	1036	1117	1239	210	1906	962	1494	1058	2142	902	1955
gene:ENSG00000242366	2	233617645	233773310	+	155666	102	90	105	7	1	65	6	0	1	106	14	0	4	115	5	11
gene:ENSG00000242515	2	233636454	233773305	+	136852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000241119	2	233671898	233773300	+	101403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000244122	2	233681938	233773299	+	91362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000167165	2	233691607	233773300	+	81694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000240224	2	233712992	233773299	+	60308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000244474	2	233718778	233773299	+	54522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000243135	2	233729108	233773299	+	44192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000241635	2	233760270	233773300	+	13031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000185038	2	233775679	233833423	+	57745	107	54	80	6	5	12	45	12	0	47	420	15	7	128	60	13
gene:ENSG00000123485	2	233833416	233854566	-	21151	143	46	90	65	4	8	13	52	0	9	70	43	3	23	21	57
gene:ENSG00000279809	2	233865496	233867359	-	1864	120	104	87	64	33	43	124	64	8	59	73	58	36	55	54	103
gene:ENSG00000144481	2	233917373	234019522	+	102150	1436	61	1001	109	18	12	220	20	4	17	1500	23	23	40	463	24
gene:ENSG00000072080	2	234050679	234077134	+	26456	1266	5	1004	30	5	3	43	10	1	1	1556	4	9	5	317	8
gene:ENSG00000279218	2	234082259	234084490	+	2232	10	0	8	0	0	0	0	0	0	0	98	0	0	0	25	0
gene:ENSG00000188042	2	234493041	234497081	-	4041	359	985	267	752	90	67	329	1164	13	132	208	1587	380	492	512	1720
gene:ENSG00000130147	2	234952017	235055714	+	103698	1824	1051	1250	924	352	1133	772	1111	162	1699	527	1017	441	1954	1046	1720
gene:ENSG00000157985	2	235494043	236131800	+	637758	615	1425	482	966	798	791	722	2001	278	1683	402	2372	1028	1809	895	2692
gene:ENSG00000168505	2	236165236	236168386	-	3151	0	0	0	1	1	0	0	1	0	0	0	1	3	0	0	0
gene:ENSG00000182177	2	236194872	236264409	-	69538	18	28	11	4	404	12	10	6	71	14	8	11	418	11	22	123
gene:ENSG00000132321	2	236324147	236507535	-	183389	35	687	29	145	44	276	44	160	40	796	74	598	42	598	75	265
gene:ENSG00000144476	2	236567787	236582354	+	14568	222	293	151	673	511	253	638	1613	296	335	136	1581	914	360	690	1081
gene:ENSG00000198612	2	237085882	237100474	+	14593	552	708	372	638	649	463	417	720	116	811	277	785	822	869	316	1087
gene:ENSG00000163359	2	237324003	237414207	-	90205	632	860	665	3664	3454	215	938	5889	1167	701	446	6185	4834	751	819	9910
gene:ENSG00000115648	2	237485428	237555322	+	69895	1591	202	1237	1708	600	373	1587	4695	157	169	703	2763	1222	122	982	3170
gene:ENSG00000071677	2	237566574	237567175	+	602	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
gene:ENSG00000124839	2	237574322	237601614	-	27293	3233	2022	2643	458	214	1876	1405	2248	24	2465	2071	2195	163	3100	894	1203
gene:ENSG00000124831	2	237627587	237813682	+	186096	1889	2558	1323	3338	1788	1648	1414	3863	544	2259	1134	6648	3091	2983	1534	6313
gene:ENSG00000177483	2	237798389	237842808	+	44420	39	50	18	102	21	14	67	61	2	32	13	126	21	30	25	135
gene:ENSG00000132329	2	237858893	237912106	+	53214	567	224	429	258	919	70	476	213	394	90	419	165	2101	182	505	370
gene:ENSG00000184182	2	237966827	238042782	+	75956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000258984	2	237967014	238099412	+	132399	55	123	30	101	53	62	54	101	21	115	35	107	100	113	55	175
gene:ENSG00000132330	2	238060924	238099413	+	38490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000144488	2	238100340	238133287	+	32948	38	29	22	17	23	17	33	23	1	9	52	6	67	42	52	48
gene:ENSG00000168427	2	238138668	238152947	+	14280	10	60	2	44	227	18	10	70	84	21	9	58	545	26	10	86
gene:ENSG00000279484	2	238152889	238155994	-	3106	1	4	0	0	18	2	0	2	8	4	0	6	63	0	0	5
gene:ENSG00000178752	2	238158970	238168900	+	9931	20	396	16	18	13	44	9	5	0	12	5	52	9	38	13	17
gene:ENSG00000132323	2	238170402	238203708	-	33307	926	1072	657	986	872	679	812	1048	183	929	528	1494	862	1152	624	2015
gene:ENSG00000144485	2	238238267	238240662	-	2396	147	113	81	191	70	37	63	237	12	97	118	137	29	62	49	71
gene:ENSG00000132326	2	238244044	238290102	-	46059	388	336	336	614	593	208	244	431	82	450	430	2245	937	730	331	2170
gene:ENSG00000204104	2	238320441	238400897	+	80457	406	570	320	460	196	222	232	361	58	550	241	753	296	570	221	908
gene:ENSG00000065802	2	238426742	238452250	+	25509	420	719	278	543	992	409	278	709	132	792	270	647	745	1176	527	1428
gene:ENSG00000233608	2	238848032	238910534	+	62503	6	28	9	170	316	15	78	234	6	13	11	90	136	10	20	253
gene:ENSG00000068024	2	239048168	239401654	-	353487	422	523	305	542	890	573	679	1393	194	638	301	1396	1401	1061	912	2717
gene:ENSG00000130414	2	239892450	240025345	-	132896	1899	1899	1501	1300	1460	1264	1028	1271	575	2337	1112	1744	3193	2751	1051	2832
gene:ENSG00000182083	2	240028965	240030456	-	1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000178586	2	240045077	240047027	-	1951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000172428	2	240126563	240136807	-	10245	236	327	182	246	447	274	239	283	101	351	172	194	340	385	203	404
gene:ENSG00000178602	2	240139026	240144562	-	5537	0	8	0	0	0	3	1	0	0	0	0	0	0	4	0	0
gene:ENSG00000063660	2	240435663	240468076	+	32414	1009	1106	904	646	1438	503	441	985	774	728	571	955	2261	1047	388	1182
gene:ENSG00000144504	2	240479422	240569209	-	89788	429	609	313	576	174	201	187	618	67	491	299	929	235	517	242	1171
gene:ENSG00000188542	2	240560054	240564014	+	3961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000142327	2	240565804	240581372	+	15569	1035	1266	782	1043	1573	894	1073	1746	432	929	794	1023	1439	1436	724	2147
gene:ENSG00000142330	2	240586734	240617705	+	30972	402	1017	291	584	609	698	316	1017	250	778	297	699	876	1149	307	1683
gene:ENSG00000178623	2	240605430	240631259	+	25830	15	169	17	99	199	213	95	209	30	170	30	176	169	149	37	181
gene:ENSG00000185176	2	240676418	240682906	-	6489	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0
gene:ENSG00000184945	2	240691851	240698483	+	6633	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
gene:ENSG00000130294	2	240713761	240821036	-	107276	205	42	70	139	34	24	10	9	4	28	25	18	29	51	6	9
gene:ENSG00000172482	2	240868824	240880502	+	11679	9752	152	8788	465	480	54	6954	31	30	733	8107	22	483	413	4711	45
gene:ENSG00000172478	2	240886048	240896889	-	10842	26	10	7	128	1	3	5	512	0	457	418	1336	2	396	47	249
gene:ENSG00000226321	2	240906330	240993311	+	86982	255	42	241	683	17	1186	93	240	14	245	948	1568	21	119	400	1689
gene:ENSG00000162804	2	240998618	241095568	+	96951	356	415	290	728	370	594	400	1909	69	629	357	1279	317	844	524	2124
gene:ENSG00000122085	2	241072169	241102332	-	30164	317	256	188	265	154	189	177	307	40	425	231	410	201	374	119	671
gene:ENSG00000115687	2	241106099	241150264	-	44166	224	529	152	387	152	416	196	578	18	530	124	786	97	802	285	895
gene:ENSG00000115685	2	241149576	241183652	+	34077	850	803	653	744	950	683	739	862	167	822	491	774	806	993	482	1255
gene:ENSG00000146205	2	241188509	241225377	+	36869	27	68	21	40	23	25	29	42	16	60	42	67	49	57	53	92
gene:ENSG00000115677	2	241227264	241317061	-	89798	5988	4346	5538	3897	4062	3127	5525	7240	871	4386	3041	6661	4114	5834	3450	7661
gene:ENSG00000168385	2	241315100	241354027	+	38928	2724	3211	2073	2970	2091	2722	1959	3621	611	3622	1665	4387	2793	4380	1798	5627
gene:ENSG00000006607	2	241356285	241494841	+	138557	851	1033	594	865	466	607	543	1303	149	1157	637	1911	709	1419	639	2348
gene:ENSG00000115694	2	241492670	241509730	-	17061	1263	1935	1025	1142	1298	1097	891	1824	359	1692	914	1602	1504	2056	762	2711
gene:ENSG00000176720	2	241551424	241574131	+	22708	1810	1333	1579	605	442	650	1657	1126	77	1011	2223	851	394	1084	938	1129
gene:ENSG00000176946	2	241584405	241637158	-	52754	595	853	481	465	1069	847	587	890	252	932	487	773	978	1150	380	962
gene:ENSG00000168397	2	241637213	241673857	+	36645	1244	2398	959	1338	1717	1793	1866	2985	309	1992	1219	2366	1582	3273	1126	3855
gene:ENSG00000168393	2	241675747	241686944	-	11198	311	377	214	245	273	290	264	403	77	350	237	332	275	461	207	642
gene:ENSG00000168395	2	241687085	241729478	+	42394	947	1485	704	1006	903	755	829	1711	216	1511	893	1206	980	1761	690	2004
gene:ENSG00000180902	2	241734602	241768816	+	34215	1543	2034	1341	1082	548	731	542	1975	188	2257	1242	1615	1097	2940	832	3103
gene:ENSG00000154252	2	241776822	241804287	+	27466	9	6	16	3	5	18	9	14	1	24	13	6	8	17	14	11
gene:ENSG00000204099	2	241808825	241817413	+	8589	422	5	351	14	12	103	294	9	2	72	624	2	10	52	248	10
gene:ENSG00000188389	2	241849884	241858894	-	9011	8	14	13	74	26	2	4	13	19	5	7	64	22	24	16	179
gene:ENSG00000188011	2	241869600	241873823	+	4224	2	7	2	15	0	0	0	9	1	1	1	2	1	4	3	33
gene:ENSG00000216921	2	241893985	241902551	-	8567	2	0	3	4	7	7	6	1	1	0	4	1	1	2	6	16
