# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ceratina_calcarata_genome_MIN500/GCF_001652005.1_ASM165200v1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR6819907_dupsRemoved.bam" "SRR6819908_dupsRemoved.bam" "SRR6819909_dupsRemoved.bam" "SRR6819910_dupsRemoved.bam" "SRR6819911_dupsRemoved.bam" "SRR6819912_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR6819907_dupsRemoved.bam	SRR6819908_dupsRemoved.bam	SRR6819909_dupsRemoved.bam	SRR6819910_dupsRemoved.bam	SRR6819911_dupsRemoved.bam	SRR6819912_dupsRemoved.bam
gene-LOC108625633	NW_017159898.1	1397544	1489965	-	92422	3249	2939	3373	6130	5508	3429
gene-LOC113464431	NW_017159898.1	1490339	1492270	+	1932	1532	1370	1426	1825	2405	2386
gene-LOC108625613	NW_017159898.1	1517647	1527376	+	9730	4319	3771	3988	3202	3828	3823
gene-LOC108625614	NW_017159898.1	1527439	1542942	-	15504	21844	21430	20657	30665	31833	31256
gene-LOC108625662	NW_017159898.1	1546862	1549124	+	2263	3463	3338	3208	2921	3175	3643
gene-LOC108625660	NW_017159898.1	1549176	1553519	-	4344	1848	1751	1823	2246	2258	2251
gene-LOC108625664	NW_017159898.1	1553665	1557414	-	3750	877	685	822	732	772	849
gene-LOC108625586	NW_017159898.1	1557674	1559514	-	1841	290	170	234	278	254	153
gene-LOC108625674	NW_017160007.1	1163	22385	+	21223	5209	4472	5117	4875	4883	3855
gene-LOC108625675	NW_017160008.1	4192	8380	-	4189	8	3	5	4	4	7
gene-LOC108625697	NW_017160008.1	8550	12684	-	4135	944	867	1038	732	1015	987
gene-LOC108625676	NW_017160008.1	23105	29114	-	6010	32	30	32	36	110	21
gene-LOC108625711	NW_017160008.1	30668	36111	-	5444	19	34	38	40	69	38
gene-LOC108625677	NW_017160008.1	96126	96626	-	501	2	10	4	3	10	2
gene-LOC108625709	NW_017160008.1	112423	194948	+	82526	139	135	88	98	158	62
gene-LOC108625701	NW_017160008.1	199270	200812	+	1543	407	356	490	501	510	711
gene-LOC108625739	NW_017160008.1	202764	229791	-	27028	4473	3466	4690	3397	3401	3000
gene-LOC108625741	NW_017160008.1	208393	213002	-	4610	0	0	0	0	0	0
gene-LOC108625773	NW_017160008.1	230062	232639	-	2578	917	758	997	653	724	833
gene-LOC108625774	NW_017160008.1	232688	234991	+	2304	948	700	903	819	800	965
gene-LOC108625760	NW_017160008.1	235129	239313	-	4185	214	178	265	340	332	298
gene-LOC108625761	NW_017160008.1	239689	241682	+	1994	567	496	606	649	585	731
gene-LOC108625762	NW_017160008.1	241690	243353	-	1664	722	662	895	678	733	804
gene-LOC108625710	NW_017160008.1	246924	251993	-	5070	4	3	4	4	3	2
gene-LOC108625690	NW_017160008.1	285898	291079	-	5182	151	109	170	87	116	152
gene-LOC113464437	NW_017160008.1	291401	306388	+	14988	18	21	28	26	28	35
gene-LOC108625772	NW_017160008.1	312661	321857	+	9197	3727	3898	4709	2032	2395	2372
gene-LOC108625708	NW_017160008.1	325432	326641	+	1210	11	19	21	3	7	6
gene-LOC108625680	NW_017160008.1	328149	329330	+	1182	0	0	1	2	4	1
gene-LOC108625692	NW_017160008.1	330043	332190	+	2148	1848	1611	2010	1848	1819	2138
gene-LOC108625703	NW_017160008.1	332460	335041	+	2582	2406	2067	2329	1847	1908	2111
gene-LOC108625694	NW_017160008.1	335236	335986	-	751	1020	904	1060	832	958	1067
gene-LOC108625693	NW_017160008.1	336014	338637	+	2624	1117	875	1113	900	960	1013
gene-LOC108625698	NW_017160008.1	339584	340679	-	1096	1658	1391	1689	1206	1264	1490
gene-LOC108625778	NW_017160008.1	341137	344590	+	3454	3553	3071	3813	2944	2815	2964
gene-LOC108625681	NW_017160008.1	345795	346540	+	746	17	27	26	16	11	27
gene-LOC108625699	NW_017160008.1	346610	350195	-	3586	92	97	112	102	117	90
gene-LOC108625767	NW_017160008.1	350203	354271	-	4069	778	595	887	713	726	851
gene-LOC108625766	NW_017160008.1	352547	356544	+	3998	416	358	430	458	405	530
gene-LOC108625770	NW_017160008.1	356968	361399	+	4432	5665	4558	5730	4841	5527	5015
gene-LOC108625691	NW_017160008.1	362949	368541	-	5593	1368	1496	1758	2756	2291	2184
gene-LOC108625780	NW_017160008.1	374279	378251	+	3973	2191	2238	2192	2149	2171	2300
gene-LOC108625687	NW_017160008.1	378817	394066	-	15250	1686	1648	2026	1790	2035	1583
gene-LOC108625750	NW_017160008.1	394503	396114	-	1612	3526	2938	3369	3088	3365	3739
gene-LOC108625749	NW_017160008.1	396413	401563	+	5151	1599	1215	1540	1249	1298	1057
gene-LOC108625751	NW_017160008.1	403500	405340	-	1841	2766	2622	2803	2706	2779	3367
gene-LOC108625707	NW_017160008.1	405436	406956	+	1521	418	325	358	320	338	368
gene-LOC108625700	NW_017160008.1	407033	407998	+	966	5568	4621	5441	4523	5031	5721
gene-LOC113464435	NW_017160008.1	416486	417988	+	1503	19	18	16	18	9	10
gene-LOC108625733	NW_017160008.1	420352	431434	+	11083	14365	18010	16602	8523	11661	12146
gene-LOC108625752	NW_017160008.1	448914	598962	+	150049	689	687	738	1624	1406	1006
gene-LOC108625682	NW_017160008.1	696266	704663	-	8398	81	61	89	66	83	59
gene-LOC108625722	NW_017160008.1	724711	879668	-	154958	2577	2062	2281	4140	3924	1660
gene-LOC108625768	NW_017160008.1	880836	885691	-	4856	21178	20525	21283	21845	23236	21757
gene-LOC113464433	NW_017160008.1	904973	911425	+	6453	2250	2138	2485	2056	2464	2514
gene-LOC108625753	NW_017160008.1	923468	937677	-	14210	15930	13766	15923	15454	15915	13518
gene-LOC108625734	NW_017160008.1	938588	948200	+	9613	4619	3820	4488	4049	3998	3315
gene-LOC108625735	NW_017160008.1	948239	952142	-	3904	2889	2589	2863	2479	2393	2663
gene-LOC108625695	NW_017160008.1	953010	954980	-	1971	2018	1791	1991	1954	2024	2266
gene-LOC108625759	NW_017160008.1	954920	962348	+	7429	3439	2871	3215	3104	2940	2807
gene-LOC108625688	NW_017160008.1	962396	968886	-	6491	2544	2114	2505	2110	2144	2664
gene-LOC108625776	NW_017160008.1	969026	971808	+	2783	1700	1500	1778	1374	1479	1670
gene-LOC108625704	NW_017160008.1	972010	973282	+	1273	506	491	588	440	446	620
gene-LOC108625769	NW_017160008.1	975045	980453	-	5409	3943	3076	3955	3004	3066	2744
gene-LOC108625706	NW_017160008.1	984589	986523	-	1935	265	185	244	232	193	207
gene-LOC108625779	NW_017160008.1	986540	991928	+	5389	3465	2797	3339	2457	2418	2649
gene-LOC108625683	NW_017160008.1	992018	996546	+	4529	563	429	470	513	527	376
gene-Trnam-cau-4	NW_017160008.1	996757	996828	-	72	2	3	1	4	1	1
gene-Trnam-cau-5	NW_017160008.1	999904	999975	-	72	0	0	4	1	0	1
gene-LOC108625720	NW_017160008.1	1000479	1002105	+	1627	70	85	139	76	82	54
gene-LOC108625684	NW_017160008.1	1002094	1004810	-	2717	360	363	424	171	176	154
gene-LOC108625721	NW_017160008.1	1004915	1005269	+	355	26	32	45	17	20	13
gene-LOC108625716	NW_017160008.1	1005259	1008637	-	3379	18094	16103	17734	12844	14071	14797
gene-LOC108625719	NW_017160008.1	1009308	1011580	-	2273	3750	2817	3305	2263	2265	2187
gene-LOC108625717	NW_017160008.1	1011673	1015639	-	3967	2936	2387	3189	2443	2679	2587
gene-LOC108625713	NW_017160008.1	1015973	1021014	+	5042	3149	2745	3134	2558	2705	2375
gene-LOC108625714	NW_017160008.1	1021005	1032913	-	11909	6409	5865	6394	5417	5957	5455
gene-LOC108625715	NW_017160008.1	1033019	1043113	-	10095	17197	14791	17040	15366	15430	15874
gene-LOC113464434	NW_017160008.1	1043119	1043967	-	849	1483	1469	1455	1415	1618	1263
gene-LOC108625742	NW_017160008.1	1043980	1049546	-	5567	4014	3785	3986	4075	4266	2920
gene-LOC108625738	NW_017160008.1	1049922	1051660	-	1739	1273	1033	1266	1097	1113	1390
gene-LOC108625737	NW_017160008.1	1051897	1054236	+	2340	1119	1014	1108	1339	1236	1398
gene-LOC108625736	NW_017160008.1	1054160	1062114	-	7955	2236	1960	2162	1534	1821	1515
gene-LOC108625731	NW_017160008.1	1062235	1068254	+	6020	5891	4929	6033	4439	5412	5468
gene-LOC108625730	NW_017160008.1	1068078	1071662	-	3585	1989	1518	1914	1696	1689	1907
gene-LOC108625732	NW_017160008.1	1072800	1075070	-	2271	10842	9741	11330	10358	10166	11073
gene-LOC108625763	NW_017160008.1	1075981	1078660	+	2680	16283	15207	16453	12931	13669	15436
gene-LOC108625765	NW_017160008.1	1078666	1080089	-	1424	1204	976	1299	896	890	1129
gene-LOC108625686	NW_017160008.1	1083975	1090264	-	6290	556	386	510	405	396	329
gene-LOC108625744	NW_017160008.1	1090415	1093450	-	3036	1201	909	1293	1117	1205	1282
gene-LOC108625748	NW_017160008.1	1092577	1093247	+	671	0	0	0	0	0	0
gene-LOC108625743	NW_017160008.1	1093521	1095413	+	1893	958	839	969	846	858	918
gene-LOC108625745	NW_017160008.1	1095136	1096270	-	1135	324	297	375	259	257	263
gene-LOC108625747	NW_017160008.1	1096377	1098156	-	1780	1896	1702	1807	1601	1620	1889
gene-LOC108625725	NW_017160008.1	1098194	1105842	+	7649	4077	3686	4006	3451	3728	3173
gene-LOC108625726	NW_017160008.1	1105894	1109468	-	3575	2421	2172	2429	1895	2142	2143
gene-LOC108625729	NW_017160008.1	1109794	1110764	+	971	1139	912	1167	950	1060	1176
gene-LOC108625727	NW_017160008.1	1110718	1113912	-	3195	1407	1306	1699	1506	1534	1672
gene-LOC108625705	NW_017160008.1	1116720	1126390	+	9671	1404	1152	851	1079	1219	993
gene-LOC108625771	NW_017160008.1	1129035	1133773	-	4739	5386	4362	5353	4153	4917	4895
gene-LOC108625757	NW_017160008.1	1137428	1144130	+	6703	348	255	447	446	358	508
gene-LOC108625758	NW_017160008.1	1144430	1152248	+	7819	9696	11066	9523	8936	9435	9377
gene-LOC108625754	NW_017160008.1	1155947	1207256	+	51310	4709	6843	4609	9559	13299	10676
gene-LOC108625755	NW_017160008.1	1207472	1209239	-	1768	1757	1699	1883	1561	1584	1868
gene-LOC108625784	NW_017160053.1	395	1491	-	1097	380	411	187	42	318	194
gene-LOC108625785	NW_017160118.1	7	4556	-	4550	2228	2185	2729	1259	1404	1746
gene-LOC108625786	NW_017160118.1	8699	18224	-	9526	2852	2484	2642	2514	2374	2668
gene-LOC113464439	NW_017160217.1	3798	4375	-	578	0	0	1	2	1	2
gene-LOC108625787	NW_017160228.1	9644	74096	+	64453	52	35	52	67	49	44
gene-LOC108625788	NW_017160229.1	227081	289488	+	62408	3760	3008	3657	4216	4002	2917
gene-LOC108625810	NW_017160229.1	289473	294093	-	4621	2625	2417	2980	2535	2635	3064
gene-LOC108625828	NW_017160229.1	294500	300552	-	6053	2912	2089	2870	2306	2453	2970
gene-LOC108625830	NW_017160229.1	301660	306412	+	4753	928	690	833	974	871	965
gene-LOC108625801	NW_017160229.1	308661	311656	+	2996	1256	1138	1336	1030	1140	1232
gene-LOC113464440	NW_017160229.1	311658	312636	-	979	43	30	41	57	46	35
gene-LOC108625823	NW_017160229.1	312787	315297	-	2511	2629	2121	2539	2403	2669	2875
gene-LOC108625820	NW_017160229.1	315723	319516	+	3794	2496	2020	2550	2149	2126	2485
gene-LOC108625821	NW_017160229.1	319621	322347	-	2727	2248	1720	2012	1999	2043	2303
gene-LOC108625824	NW_017160229.1	323128	330087	+	6960	6221	5057	6202	4695	4834	5318
gene-LOC108625825	NW_017160229.1	330439	332373	-	1935	4543	4183	4794	4162	4299	5061
gene-LOC108625827	NW_017160229.1	332819	336880	+	4062	3780	3274	3738	3505	3530	4161
gene-LOC108625826	NW_017160229.1	337214	341410	-	4197	2791	2237	2807	2582	2582	2915
gene-LOC108625805	NW_017160229.1	342008	351283	+	9276	354	305	284	445	602	499
gene-LOC108625789	NW_017160229.1	352665	356729	-	4065	1662	1565	1763	1671	1678	1892
gene-LOC108625796	NW_017160229.1	357691	358628	+	938	674	615	657	637	676	756
gene-LOC108625797	NW_017160229.1	359034	360512	-	1479	2529	2248	2784	2481	2228	2835
gene-LOC108625798	NW_017160229.1	360390	360881	-	492	406	375	449	439	374	419
gene-LOC108625791	NW_017160229.1	361709	369414	-	7706	28	31	35	28	32	22
gene-LOC108625808	NW_017160229.1	382877	612941	+	230065	2428	1951	2102	3092	3073	2345
gene-LOC113464444	NW_017160229.1	400178	403627	-	3450	0	0	0	0	0	0
gene-LOC108625809	NW_017160229.1	500848	510246	-	9399	0	0	0	0	0	0
gene-LOC108625799	NW_017160229.1	613003	615666	+	2664	862	663	885	1007	1435	1226
gene-LOC108625792	NW_017160229.1	617935	634326	-	16392	116	49	77	54	49	66
gene-LOC108625793	NW_017160229.1	632109	636492	+	4384	616	623	777	409	355	624
gene-LOC108625804	NW_017160229.1	637609	638250	-	642	5086	6553	6116	7370	6645	8031
gene-LOC108625806	NW_017160229.1	640112	640796	-	685	528	491	410	881	212	894
gene-LOC108625807	NW_017160229.1	642482	643129	-	648	25	17	68	49	7	27
gene-LOC108625818	NW_017160229.1	667035	669300	+	2266	3360	2958	3171	2598	2711	3151
gene-LOC108625817	NW_017160229.1	670580	673832	+	3253	6564	5190	6423	5179	6251	6340
gene-LOC113464441	NW_017160229.1	674153	675094	-	942	1410	1179	1405	1099	1211	1358
gene-LOC108625819	NW_017160229.1	676487	679417	-	2931	1624	1561	1732	1446	1438	1363
gene-LOC108625829	NW_017160229.1	687300	696797	-	9498	1350	1097	1304	1329	1314	823
gene-LOC108625811	NW_017160229.1	698382	703825	-	5444	2327	1962	2465	1816	1894	1982
gene-LOC108625813	NW_017160229.1	703904	707748	+	3845	4199	3175	3649	3354	3483	4234
gene-LOC108625816	NW_017160229.1	707644	708625	-	982	2355	2149	2590	1737	1726	2132
gene-LOC108625814	NW_017160229.1	708394	710516	+	2123	814	633	756	647	634	747
gene-LOC108625815	NW_017160229.1	710373	711393	-	1021	4684	4297	4593	3244	3668	4390
gene-LOC108625802	NW_017160229.1	711492	713905	+	2414	1062	1025	1111	906	892	1140
gene-LOC108625794	NW_017160229.1	743900	744523	-	624	0	0	0	0	1	0
gene-LOC108625795	NW_017160229.1	755622	756161	-	540	4	5	7	3	5	6
gene-LOC108625831	NW_017160306.1	10	2674	+	2665	26	34	45	27	25	45
gene-LOC108625832	NW_017160339.1	10491	11558	+	1068	26	15	33	45	47	14
gene-LOC108625837	NW_017160340.1	24477	28012	-	3536	1171	914	1013	955	881	899
gene-LOC108625844	NW_017160340.1	29278	52239	+	22962	2981	2661	2868	3257	3052	2541
gene-LOC108625838	NW_017160340.1	52407	54073	-	1667	1347	1192	1398	1237	1334	1442
gene-LOC108625845	NW_017160340.1	54194	56286	-	2093	871	768	935	680	688	877
gene-LOC108625848	NW_017160340.1	56562	57809	+	1248	913	809	844	826	757	1009
gene-LOC108625847	NW_017160340.1	58194	63302	-	5109	1507	1416	1627	1299	1364	1530
gene-LOC108625833	NW_017160340.1	58236	61738	+	3503	0	0	0	0	0	0
gene-LOC108625834	NW_017160340.1	63790	66275	-	2486	4140	3778	4046	3477	4025	4239
gene-LOC108625841	NW_017160340.1	66357	68959	+	2603	3539	3161	3548	3005	3128	3633
gene-LOC108625840	NW_017160340.1	69047	78330	-	9284	6550	4378	5612	4876	5339	4473
gene-LOC108625842	NW_017160340.1	83201	89773	-	6573	5034	4455	4549	4068	4038	4275
gene-LOC108625843	NW_017160340.1	89544	90979	+	1436	168	139	165	167	143	215
gene-LOC108625835	NW_017160340.1	91031	116433	-	25403	127	81	116	165	129	116
gene-LOC113464447	NW_017160340.1	97670	98482	-	813	0	0	0	0	0	0
gene-LOC113464446	NW_017160340.1	116527	118479	-	1953	7	2	10	14	9	4
gene-LOC108625836	NW_017160340.1	119069	125755	-	6687	485	538	479	1880	1466	1226
gene-LOC113464450	NW_017160385.1	3984	4723	-	740	3	1	19	8	7	2
gene-LOC108625849	NW_017160396.1	80	3832	+	3753	0	0	0	0	0	0
gene-LOC113464451	NW_017160428.1	1771	2164	-	394	1	1	1	0	1	1
gene-LOC108625850	NW_017160439.1	3234	4844	-	1611	1	1	0	0	0	0
gene-LOC108625851	NW_017160451.1	171	8292	-	8122	1223	917	1078	1020	1102	640
gene-LOC108625853	NW_017160451.1	8598	26327	+	17730	2790	2385	2655	2298	2375	1954
gene-LOC108625856	NW_017160451.1	30050	34989	+	4940	469	493	432	434	417	569
gene-LOC108625855	NW_017160451.1	33104	36892	-	3789	845	760	792	898	824	937
gene-LOC108625852	NW_017160451.1	38813	43693	-	4881	331	206	265	332	314	263
gene-LOC108625860	NW_017160784.1	1538	18390	-	16853	6530	4790	5942	6578	6650	4112
gene-LOC108625859	NW_017160784.1	25443	28487	+	3045	217	141	165	260	208	51
gene-LOC108625857	NW_017160784.1	31250	62279	+	31030	45	33	48	56	42	8
gene-LOC108625858	NW_017160784.1	63003	120834	+	57832	838	579	693	972	836	277
gene-LOC113464454	NW_017160784.1	143360	145019	+	1660	53	24	36	28	36	12
gene-LOC108625862	NW_017160894.1	11205	59362	-	48158	1067	1157	1065	367	494	444
gene-LOC108625863	NW_017160895.1	31	2176	-	2146	3818	3129	3805	2030	2103	2421
gene-LOC108625864	NW_017160962.1	333	2030	+	1698	43	41	47	30	40	35
gene-LOC108625866	NW_017161005.1	10740	58635	+	47896	182	211	176	188	147	173
gene-LOC108625867	NW_017161006.1	7	1009	-	1003	27	24	35	31	33	46
gene-LOC108625868	NW_017161006.1	3986	8168	+	4183	451	490	705	488	480	536
gene-LOC108625869	NW_017161006.1	8378	12350	+	3973	2456	2556	2693	2190	2098	2563
gene-LOC113464462	NW_017161115.1	14	15942	-	15929	621	590	626	234	303	330
gene-LOC113464463	NW_017161115.1	7568	12846	+	5279	0	0	0	0	0	0
gene-LOC108625888	NW_017161115.1	20762	30572	+	9811	737	947	730	1929	1730	1811
gene-LOC108625879	NW_017161115.1	32024	34020	+	1997	10122	9646	10002	8074	8169	8239
gene-LOC108625908	NW_017161115.1	37987	41694	+	3708	9587	8218	9562	8475	8627	9698
gene-LOC108625907	NW_017161115.1	42548	53582	-	11035	8675	6896	8236	7640	7409	6718
gene-LOC113464464	NW_017161115.1	53574	54344	+	771	88	59	79	80	46	76
gene-LOC108625918	NW_017161115.1	54450	61713	-	7264	4180	3568	4261	4132	4277	4043
gene-LOC108625919	NW_017161115.1	61827	65753	+	3927	3120	2822	3086	3052	3115	3288
gene-LOC108625930	NW_017161115.1	66096	66546	+	451	6759	6220	6241	6199	6629	7529
gene-LOC108625882	NW_017161115.1	66683	67953	-	1271	779	787	786	633	616	794
gene-LOC108625883	NW_017161115.1	67997	68877	+	881	694	601	712	619	580	763
gene-LOC108625927	NW_017161115.1	68978	72842	+	3865	545	426	499	478	418	506
gene-LOC108625928	NW_017161115.1	72735	74053	-	1319	1328	1154	1413	1096	1143	1443
gene-LOC108625871	NW_017161115.1	74437	75760	+	1324	547	370	582	364	434	509
gene-LOC108625911	NW_017161115.1	75772	79159	-	3388	7303	5511	8049	5940	7379	7980
gene-LOC108625910	NW_017161115.1	79684	83840	-	4157	5784	4690	5261	3928	4247	4427
gene-LOC108625912	NW_017161115.1	83952	87025	+	3074	2478	2222	2405	2730	2421	2487
gene-LOC108625886	NW_017161115.1	88148	91962	-	3815	1563	1321	1504	1260	1165	1490
gene-LOC108625922	NW_017161115.1	92025	98145	+	6121	3534	2573	3597	2610	2760	2552
gene-LOC108625924	NW_017161115.1	98274	123579	-	25306	1970	1758	2100	2400	2239	2032
gene-LOC108625902	NW_017161115.1	124558	127177	-	2620	1529	1427	1663	1342	1439	1648
gene-LOC108625901	NW_017161115.1	127255	132285	+	5031	1500	1217	1406	1291	1327	1596
gene-LOC108625904	NW_017161115.1	132338	183900	-	51563	11945	10228	12366	10691	10896	11195
gene-LOC108625903	NW_017161115.1	184013	185886	+	1874	1477	1247	1490	1162	1184	1342
gene-LOC108625905	NW_017161115.1	186220	190284	-	4065	9800	9010	9343	7150	7426	8342
gene-LOC108625926	NW_017161115.1	190858	192759	+	1902	4668	4051	4786	3849	4289	4798
gene-LOC108625925	NW_017161115.1	192678	195068	-	2391	3025	2690	2950	3022	2964	3471
gene-LOC108625880	NW_017161115.1	195143	197515	+	2373	1535	1312	1473	1292	1288	1408
gene-LOC108625881	NW_017161115.1	197658	198873	-	1216	6981	5993	6684	5617	6591	7532
gene-LOC108625891	NW_017161115.1	198956	204155	-	5200	391	294	380	423	345	307
gene-LOC108625917	NW_017161115.1	203982	263031	+	59050	5455	4965	5550	6606	6737	5297
gene-Trnag-gcc-3	NW_017161115.1	214562	214632	-	71	0	0	0	0	0	0
gene-Trnag-gcc-4	NW_017161115.1	214734	214804	-	71	0	0	0	0	0	0
gene-Trnag-gcc-5	NW_017161115.1	214906	214976	-	71	0	0	0	0	0	0
gene-Trnag-gcc-6	NW_017161115.1	215078	215148	-	71	0	0	0	0	0	0
gene-Trnag-gcc-7	NW_017161115.1	215250	215320	-	71	0	0	0	0	0	0
gene-Trnas-aga-2	NW_017161115.1	263628	263709	+	82	1	0	0	0	0	0
gene-LOC108625872	NW_017161115.1	268038	272912	+	4875	3666	2238	4340	1813	2740	2622
gene-LOC108625909	NW_017161115.1	273516	280376	+	6861	10685	9344	12965	2966	2291	2665
gene-LOC113464460	NW_017161115.1	280446	283336	-	2891	57	53	48	53	45	62
gene-LOC108625894	NW_017161115.1	283537	285109	-	1573	24	40	45	18	32	29
gene-LOC108625873	NW_017161115.1	286008	291448	-	5441	106	107	124	17	9	17
gene-LOC113464459	NW_017161115.1	287745	288807	+	1063	0	0	0	0	0	0
gene-LOC108625887	NW_017161115.1	291846	293075	+	1230	345	319	438	527	459	481
gene-LOC108625900	NW_017161115.1	293382	416065	+	122684	5597	4882	4772	6735	8054	3782
gene-LOC113464458	NW_017161115.1	306398	339934	+	33537	0	0	0	0	0	0
gene-LOC108625931	NW_017161115.1	425462	427742	+	2281	4860	4690	4926	5045	4657	6070
gene-LOC108625884	NW_017161115.1	430187	433020	-	2834	1937	1624	1840	1683	1646	1693
gene-LOC108625929	NW_017161115.1	434908	439262	+	4355	1253	1168	1261	1155	1339	1262
gene-LOC108625923	NW_017161115.1	439607	448388	+	8782	11152	8701	11402	5788	6757	7088
gene-LOC108625897	NW_017161115.1	449414	576596	+	127183	15737	14765	17346	19215	18331	14873
gene-Trnak-cuu-3	NW_017161115.1	470388	470460	-	73	0	0	0	0	0	0
gene-LOC108625898	NW_017161115.1	471555	484391	+	12837	0	0	0	0	0	0
gene-LOC108625899	NW_017161115.1	485549	487822	+	2274	0	0	0	0	0	0
gene-Trnak-uuu	NW_017161115.1	520039	520111	+	73	0	0	0	0	0	0
gene-Trnak-uuu-2	NW_017161115.1	520185	520257	+	73	0	0	0	0	0	0
gene-Trnaa-agc-2	NW_017161115.1	541280	541352	-	73	0	0	0	0	0	0
gene-LOC108625896	NW_017161115.1	576787	683903	-	107117	4274	3792	4051	5486	6752	6136
gene-LOC113464461	NW_017161115.1	688125	688854	+	730	1	0	2	2	2	2
gene-LOC108625874	NW_017161115.1	693371	694087	+	717	341	221	176	201	334	172
gene-LOC108625892	NW_017161115.1	695913	700407	-	4495	11337	8865	7642	10326	15927	16041
gene-LOC108625890	NW_017161115.1	703546	705035	-	1490	48024	45580	35707	26978	38855	35287
gene-LOC108625889	NW_017161115.1	709141	710250	-	1110	22749	16776	8471	5986	11015	6247
gene-LOC113464455	NW_017161115.1	711258	716180	+	4923	9468	8545	10968	6512	7214	8962
gene-LOC108625893	NW_017161115.1	712076	713246	-	1171	0	0	0	0	0	0
gene-LOC108625875	NW_017161115.1	719371	724279	-	4909	237	163	172	510	411	429
gene-LOC108625876	NW_017161115.1	729885	734163	-	4279	1265	2028	2801	30235	12451	17532
gene-LOC113464456	NW_017161115.1	732276	738008	+	5733	1578	917	1328	1316	1631	1974
gene-LOC113464465	NW_017161115.1	748440	772462	+	24023	229	195	484	213	202	255
gene-LOC108625920	NW_017161115.1	781055	898020	+	116966	2622	2850	2246	3265	3850	2194
gene-LOC108625916	NW_017161115.1	906496	912541	-	6046	187	160	222	98	110	92
gene-LOC108625914	NW_017161115.1	911929	924226	+	12298	6701	5583	7497	2917	3606	3293
gene-LOC108625915	NW_017161115.1	926012	927616	+	1605	14883	2715	4995	6282	6292	10714
gene-LOC108625877	NW_017161115.1	927624	947148	-	19525	663	265	281	203	256	391
gene-LOC108625943	NW_017161127.1	339	2447	-	2109	1	0	1	1	0	0
gene-LOC113464466	NW_017161130.1	1	231	+	231	0	0	0	0	0	0
gene-LOC108625944	NW_017161203.1	220	3431	-	3212	0	0	0	0	0	0
gene-LOC108625945	NW_017161227.1	3153	3890	+	738	988	901	1133	1147	1031	1238
gene-LOC108625946	NW_017161227.1	5648	7215	-	1568	975	883	1010	881	950	1093
gene-LOC108625954	NW_017161445.1	26518	34729	+	8212	123	114	120	88	132	95
gene-LOC108625949	NW_017161445.1	38997	43482	+	4486	25	15	17	20	14	25
gene-LOC108625952	NW_017161445.1	41819	42297	-	479	0	0	0	0	0	0
gene-LOC108625955	NW_017161445.1	43525	51844	-	8320	63	40	36	24	17	11
gene-LOC108625953	NW_017161445.1	57790	67398	+	9609	485	498	495	725	796	608
