# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/chimp_genome/Pan_troglodytes.Pan_tro_3.0.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "chimp4x0516_heart_rna_dupsRemoved.bam" "chimp4x0516_kidney_rna_dupsRemoved.bam" "chimp4x0516_liver_rna_dupsRemoved.bam" "chimp4x0516_lung_rna_dupsRemoved.bam" "chimp4x0519_heart_rna_dupsRemoved.bam" "chimp4x0519_kidney_rna_dupsRemoved.bam" "chimp4x0519_liver_rna_dupsRemoved.bam" "chimp4x0519_lung_rna_dupsRemoved.bam" "chimpYN07-147_heart_rna_dupsRemoved.bam" "chimpYN07-147_kidney_rna_dupsRemoved.bam" "chimpYN07-147_liver_rna_dupsRemoved.bam" "chimpYN07-147_lung_rna_dupsRemoved.bam" "chimpYN07-387_heart_rna_dupsRemoved.bam" "chimpYN07-387_kidney_rna_dupsRemoved.bam" "chimpYN07-387_liver_rna_dupsRemoved.bam" "chimpYN07-387_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	chimp4x0516_heart_rna_dupsRemoved.bam	chimp4x0516_kidney_rna_dupsRemoved.bam	chimp4x0516_liver_rna_dupsRemoved.bam	chimp4x0516_lung_rna_dupsRemoved.bam	chimp4x0519_heart_rna_dupsRemoved.bam	chimp4x0519_kidney_rna_dupsRemoved.bam	chimp4x0519_liver_rna_dupsRemoved.bam	chimp4x0519_lung_rna_dupsRemoved.bam	chimpYN07-147_heart_rna_dupsRemoved.bam	chimpYN07-147_kidney_rna_dupsRemoved.bam	chimpYN07-147_liver_rna_dupsRemoved.bam	chimpYN07-147_lung_rna_dupsRemoved.bam	chimpYN07-387_heart_rna_dupsRemoved.bam	chimpYN07-387_kidney_rna_dupsRemoved.bam	chimpYN07-387_liver_rna_dupsRemoved.bam	chimpYN07-387_lung_rna_dupsRemoved.bam
gene:ENSPTRG00000009159	17	16252763	16263368	+	10606	0	0	0	1	1	1	1	1	0	1	5	1	0	0	0	0
gene:ENSPTRG00000009158	17	16275618	16283305	+	7688	0	0	0	1	0	1	0	1	1	0	1	2	0	0	0	1
gene:ENSPTRG00000049951	17	16313718	16314035	+	318	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000043443	17	16320038	16321591	+	1554	0	4	2	0	0	1	0	0	0	1	1	0	0	0	0	0
gene:ENSPTRG00000042068	17	16326444	16327469	+	1026	0	1	1	0	0	0	0	0	0	0	1	1	0	0	3	1
gene:ENSPTRG00000049113	17	16342008	16342517	-	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000047798	17	16346377	16346901	-	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000050065	17	16352242	16362770	-	10529	1	0	0	1	0	1	2	1	0	0	1	2	0	0	0	0
gene:ENSPTRG00000047688	17	16367801	16368280	-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000044531	17	16373608	16374120	-	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000022647	17	16388829	16389608	-	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000051939	17	16394352	16394849	+	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000051351	17	16401089	16401574	+	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000030941	17	16411225	16411842	+	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene:ENSPTRG00000030940	17	16421722	16433318	+	11597	1	1	1	4	1	3	2	3	0	3	2	0	0	1	1	1
gene:ENSPTRG00000044499	17	16442972	16443574	+	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000050605	17	16459355	16459960	+	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000043038	17	16465151	16465964	+	814	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene:ENSPTRG00000009149	17	16511046	16514776	-	3731	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene:ENSPTRG00000042904	17	16521223	16521606	+	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000030932	17	16527013	16527399	+	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000042384	17	16549873	16550406	+	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene:ENSPTRG00000039138	17	16556401	16556934	+	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000043306	17	16561173	16561538	+	366	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000009145	17	16564118	16564642	+	525	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gene:ENSPTRG00000009141	17	16582223	16582519	+	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000048871	17	16589892	16590188	+	297	0	0	0	0	1	1	0	1	2	3	0	1	0	1	0	1
gene:ENSPTRG00000049793	17	16595688	16595984	+	297	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0
gene:ENSPTRG00000030928	17	16605504	16611578	+	6075	6	9	1	31	13	33	11	46	9	16	4	34	6	17	2	13
gene:ENSPTRG00000023017	17	16621868	16641585	+	19718	8	35	5	116	6	38	14	54	21	26	3	76	3	23	6	39
gene:ENSPTRG00000009137	17	16661085	16676038	+	14954	18	14	3	30	27	29	17	30	14	24	6	67	18	27	7	24
gene:ENSPTRG00000009135	17	16712850	16722835	+	9986	15	24	5	10	39	74	16	17	47	75	18	90	15	51	9	26
gene:ENSPTRG00000009134	17	16729629	16737513	+	7885	61	135	28	32	50	109	29	16	58	91	32	84	75	98	31	83
gene:ENSPTRG00000009132	17	16775396	16780892	+	5497	224	302	150	233	228	310	137	259	309	291	195	222	206	225	175	197
gene:ENSPTRG00000009131	17	16798680	16806838	+	8159	7	1	2	6	27	10	15	8	15	3	12	1	2	4	12	5
gene:ENSPTRG00000009130	17	16816470	16822184	+	5715	1	1	1	26	3	2	3	11	2	0	7	3	2	0	4	21
gene:ENSPTRG00000030927	17	16826871	16832470	+	5600	0	3	0	1	0	2	1	0	1	1	0	0	0	3	0	2
gene:ENSPTRG00000009129	17	16843677	16850911	+	7235	2	7	0	3	1	0	1	2	0	4	3	0	0	0	3	1
gene:ENSPTRG00000009128	17	16895214	16900905	+	5692	0	2	2	6	5	5	1	2	4	0	0	1	0	3	2	5
gene:ENSPTRG00000034332	17	16934024	16944661	+	10638	7	32	21	12	24	26	118	10	28	93	66	22	4	42	34	46
gene:ENSPTRG00000022902	17	16949980	16974363	+	24384	1958	2685	1276	2526	1675	2268	1491	2121	2038	2348	1199	2788	1187	1860	1206	2352
gene:ENSPTRG00000009125	17	17033841	17045579	+	11739	24	42	127	107	88	27	72	152	57	77	516	429	12	104	355	663
gene:ENSPTRG00000009124	17	17104704	17130570	+	25867	12	595	6	189	12	1856	7	33	9	561	14	62	11	829	5	39
gene:ENSPTRG00000009123	17	17148195	17162771	-	14577	1859	3138	4906	2583	3327	3403	3332	3324	2537	2666	3234	4745	1510	2615	7138	4514
gene:ENSPTRG00000009122	17	17189663	17219091	+	29429	88	386	71	359	38	32	231	179	169	129	37	286	53	94	59	327
gene:ENSPTRG00000009121	17	17243984	17244865	+	882	20	72	39	21	18	16	10	14	26	21	37	44	12	33	49	78
gene:ENSPTRG00000009120	17	17250144	17289591	-	39448	1072	2083	1700	2148	1211	1552	662	2909	942	936	1415	4174	662	1261	1608	3521
gene:ENSPTRG00000009119	17	17305579	17321048	-	15470	56	117	22	47	58	33	51	70	88	40	87	105	28	38	109	96
gene:ENSPTRG00000009117	17	17330360	17388283	-	57924	369	772	254	733	346	796	421	548	449	596	285	962	283	620	532	747
gene:ENSPTRG00000009116	17	17419608	17438013	-	18406	1076	714	416	1684	401	374	223	801	383	193	506	802	314	276	530	883
gene:ENSPTRG00000009115	17	17445284	17478349	-	33066	1219	1354	512	1195	993	1283	673	960	1092	1176	427	2050	828	1178	849	1727
gene:ENSPTRG00000009114	17	17486930	17501746	-	14817	2517	2566	1635	3061	1795	2439	1692	2514	2326	2173	1464	3653	1545	2426	1820	3607
gene:ENSPTRG00000009113	17	17523085	17531019	+	7935	489	576	274	585	508	611	313	484	248	479	142	398	62	151	95	112
gene:ENSPTRG00000009112	17	17528596	17561069	-	32474	2654	2532	398	2114	1426	1439	306	1362	1866	1356	340	1806	1461	1118	313	1864
gene:ENSPTRG00000009111	17	17568917	17604557	+	35641	2172	2660	1154	2494	1837	2465	1177	1683	2070	2025	1065	2303	1607	2014	1465	2278
gene:ENSPTRG00000024346	17	17605837	17609150	-	3314	0	8	2	29	8	7	1	57	4	2	1	160	7	7	0	36
gene:ENSPTRG00000009109	17	17625843	17642905	-	17063	2540	2201	1802	2095	1874	2150	1612	1812	2004	1672	1639	2211	1517	1644	1886	2175
gene:ENSPTRG00000009108	17	17645381	17660775	-	15395	34	48	69	47	10	9	17	12	12	6	10	55	15	30	84	102
gene:ENSPTRG00000030925	17	17684498	17687711	-	3214	10	27	2	28	0	0	0	0	0	1	2	0	0	0	0	0
gene:ENSPTRG00000009107	17	17702607	17708197	+	5591	1205	1261	1444	1255	1073	1342	1549	962	1207	1040	1689	915	864	967	1731	1380
gene:ENSPTRG00000009106	17	17710450	17724643	+	14194	41	92	70	166	120	193	294	235	181	125	276	339	88	120	263	286
gene:ENSPTRG00000009105	17	17751350	17761065	-	9716	2	3	1	0	1	3	0	2	3	4	2	3	1	8	2	0
gene:ENSPTRG00000009103	17	17764673	17863926	+	99254	42	76	27	56	40	49	90	97	34	106	69	224	16	80	68	120
gene:ENSPTRG00000009102	17	17882471	17892230	-	9760	69	2491	436	1047	60	3485	293	725	25	1389	992	787	30	2109	984	1178
gene:ENSPTRG00000009101	17	17898983	17900652	+	1670	437	531	271	417	333	570	260	422	433	505	344	353	363	455	338	473
gene:ENSPTRG00000009100	17	17901156	17929907	-	28752	2715	4218	264	2732	1434	5564	2135	1775	1456	3571	1257	2126	1187	4165	1336	2960
gene:ENSPTRG00000009099	17	17941611	17958552	+	16942	1112	2095	915	1658	455	1742	615	856	583	1253	672	1131	385	1424	815	1280
gene:ENSPTRG00000009098	17	17959191	17961518	-	2328	540	32	5	267	104	36	8	67	127	13	17	112	88	19	8	76
gene:ENSPTRG00000009097	17	17963105	17966577	-	3473	2262	284	114	651	1941	761	212	712	1955	289	219	547	1984	424	194	1160
gene:ENSPTRG00000009096	17	17966197	17992565	-	26369	953	1586	796	2253	707	1336	759	1310	764	1012	695	2205	501	1133	926	1770
gene:ENSPTRG00000009095	17	17993000	18003224	-	10225	22	93	3	385	11	122	8	489	22	122	4	97	5	212	4	648
gene:ENSPTRG00000043080	17	18023054	18024202	+	1149	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene:ENSPTRG00000009093	17	18095121	18167171	-	72051	1057	1657	913	1632	893	1516	1055	1141	949	1322	725	2161	729	1323	1501	1699
gene:ENSPTRG00000009091	17	18177345	18225992	+	48648	1360	1828	659	1556	864	1423	861	1171	1263	1383	534	1910	828	1238	896	1580
gene:ENSPTRG00000009090	17	18227725	18353385	+	125661	251	540	172	319	292	463	336	465	339	397	263	665	266	333	336	354
gene:ENSPTRG00000009087	17	18388203	18403641	+	15439	9	882	2	59	8	774	5	28	13	243	4	35	4	381	5	37
gene:ENSPTRG00000009086	17	18409166	18413546	-	4381	932	1121	829	997	840	1067	862	1141	912	952	777	1030	791	1004	857	1012
gene:ENSPTRG00000009085	17	18416047	18440879	+	24833	115	221	19	1436	209	274	29	786	243	200	44	747	112	174	31	982
gene:ENSPTRG00000009084	17	18448987	18457833	+	8847	9	8	7	9	10	11	6	10	13	4	6	75	10	7	9	20
gene:ENSPTRG00000009083	17	18462043	18551376	+	89334	1428	872	54	541	1813	791	196	644	2316	528	258	1349	1131	552	138	615
gene:ENSPTRG00000030923	17	18655898	18687535	+	31638	18	38	13	23	21	55	20	19	22	40	29	26	14	28	16	30
gene:ENSPTRG00000045325	17	18696844	18696921	-	78	10	6	1	14	7	1	2	3	8	7	3	10	6	3	0	4
gene:ENSPTRG00000009081	17	18700848	18758056	-	57209	1872	3273	1804	2970	2229	3673	2997	3443	2354	3359	1999	4709	1316	3241	2727	4145
gene:ENSPTRG00000009079	17	18774232	18780110	+	5879	732	855	616	919	611	845	696	922	680	775	541	829	611	766	634	930
gene:ENSPTRG00000034175	17	18786108	18792916	+	6809	5	5	3	5	1	4	2	7	3	1	3	6	2	5	1	4
gene:ENSPTRG00000009077	17	18802657	18826553	+	23897	533	867	503	912	384	747	439	642	346	471	328	725	240	486	479	617
gene:ENSPTRG00000009076	17	18828072	18864417	+	36346	1965	1943	740	1815	1810	2393	1129	2228	2339	2147	1044	2879	1477	1848	1181	2595
gene:ENSPTRG00000050188	17	18870190	18881773	-	11584	895	987	835	1016	674	921	731	780	742	761	681	710	575	797	681	827
gene:ENSPTRG00000009074	17	18886965	18900598	+	13634	828	1862	163	1225	611	1695	217	1106	798	1213	124	1299	495	1267	165	1256
gene:ENSPTRG00000042035	17	18899487	18904282	-	4796	392	708	648	246	319	844	395	317	411	597	541	257	367	562	658	301
gene:ENSPTRG00000009072	17	18904704	18928968	-	24265	4477	5760	1339	4484	3778	5496	1759	4112	4175	4515	1340	6168	2984	5054	2002	6024
gene:ENSPTRG00000047337	17	18906308	18906674	+	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000009071	17	18964152	18965291	+	1140	0	6	15	4	5	1	4	3	3	3	0	4	1	1	4	18
gene:ENSPTRG00000009070	17	19031078	19103522	+	72445	61	236	520	207	108	52	208	67	101	53	1175	119	102	77	1771	158
gene:ENSPTRG00000051759	17	19090172	19092036	+	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000050966	17	19136855	19221977	-	85123	2549	913	247	2563	1757	1057	359	1693	1853	1082	218	2477	1137	1114	372	2645
gene:ENSPTRG00000051106	17	19244510	19298078	-	53569	1208	1260	375	1228	954	1289	346	613	990	943	324	807	733	1101	456	1155
gene:ENSPTRG00000009067	17	19305916	19325410	+	19495	6	2	4	2	7	6	0	2	4	3	3	8	5	5	2	11
gene:ENSPTRG00000009065	17	19327613	19356977	-	29365	326	366	180	322	267	342	196	177	276	283	171	237	196	231	200	250
gene:ENSPTRG00000043472	17	19465442	19470836	+	5395	297	400	192	352	273	482	253	366	217	399	193	498	193	395	274	375
gene:ENSPTRG00000045727	17	19489490	19490859	-	1370	33	97	33	53	48	139	55	56	40	82	32	72	38	124	104	70
gene:ENSPTRG00000043187	17	19504066	19507049	+	2984	414	703	113	337	185	438	203	338	137	440	93	370	107	424	363	224
gene:ENSPTRG00000034386	17	19522376	19531476	-	9101	11	26	1	16	7	19	7	7	8	9	17	14	7	20	3	15
gene:ENSPTRG00000044704	17	19584454	19604330	+	19877	8	55	4	8	6	58	10	7	14	38	12	11	2	39	19	14
gene:ENSPTRG00000009059	17	19710172	19773288	+	63117	39	7448	653	1715	46	5969	406	839	24	3548	783	458	41	4847	834	985
gene:ENSPTRG00000009058	17	19814487	19847600	+	33114	1888	2794	1051	3718	616	1087	716	879	787	1027	398	1166	510	891	645	1107
gene:ENSPTRG00000009057	17	19848701	19941765	+	93065	1475	1806	630	1655	1053	2088	1058	1345	1289	1980	793	2423	1035	1827	1240	1813
gene:ENSPTRG00000050415	17	19943784	19944380	-	597	99	76	50	174	95	57	87	73	123	53	62	151	69	61	122	144
gene:ENSPTRG00000009054	17	19978809	20050621	-	71813	539	645	380	733	427	477	367	517	505	502	272	922	262	503	464	724
gene:ENSPTRG00000009052	17	20050975	20386161	+	335187	999	1525	603	3728	807	1406	1051	2087	1264	1631	1198	2966	740	1028	871	3877
gene:ENSPTRG00000009053	17	20069224	20086028	-	16805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000009051	17	20413493	20517976	-	104484	682	1113	677	900	608	1048	700	1090	583	793	397	1231	426	801	655	1081
gene:ENSPTRG00000009050	17	20523722	20528658	-	4937	0	124	0	0	4	339	0	1	1	741	0	2	2	791	6	3
gene:ENSPTRG00000052647	17	20683238	20684658	-	1421	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000009049	17	20859911	20867979	-	8069	282	361	130	203	323	493	238	185	376	325	279	215	239	382	297	259
gene:ENSPTRG00000009048	17	20868073	20877077	-	9005	804	1461	312	1240	1050	2053	417	904	1323	1023	337	980	859	1415	468	1513
gene:ENSPTRG00000009046	17	20879005	20924510	-	45506	2308	2617	1642	2837	1486	2082	1426	1874	1570	1726	1030	2422	1176	1792	1567	2201
gene:ENSPTRG00000030908	17	20930809	20932323	-	1515	238	334	181	236	112	188	115	78	174	227	97	159	73	144	102	132
gene:ENSPTRG00000009044	17	20933975	20973455	+	39481	2012	4032	1194	2489	1300	3269	1458	1047	1807	2901	767	2176	1004	2749	1385	1892
gene:ENSPTRG00000009043	17	20971437	20982532	-	11096	206	298	133	208	168	331	149	232	140	295	152	192	113	239	175	206
gene:ENSPTRG00000008852	17	21007473	21019075	+	11603	3	7	1	5	2	1	1	0	2	0	7	2	0	1	1	1
gene:ENSPTRG00000030907	17	21075486	21078446	-	2961	169	246	112	181	140	181	253	368	78	192	77	342	32	182	387	238
gene:ENSPTRG00000009039	17	21090900	21092286	+	1387	34	72	154	93	53	45	218	133	13	17	34	96	20	29	442	213
gene:ENSPTRG00000009037	17	21109452	21116656	-	7205	25	22	21	676	680	5	199	683	6	6	13	275	33	70	426	1891
gene:ENSPTRG00000009036	17	21164073	21169069	+	4997	4	55	50	67	15	52	57	93	4	92	202	23	2	60	97	101
gene:ENSPTRG00000009034	17	21180077	21185706	+	5630	4	623	557	113	12	643	547	139	11	804	856	73	13	621	831	46
gene:ENSPTRG00000033677	17	21195399	21198498	+	3100	535	616	324	1882	1224	586	642	1507	541	818	739	784	306	457	426	1973
gene:ENSPTRG00000009033	17	21200619	21204734	+	4116	47	50	746	233	182	108	822	281	33	98	1100	96	58	41	1010	285
gene:ENSPTRG00000009032	17	21238522	21247704	+	9183	4	1	1	6	2	6	2	3	1	4	7	3	2	1	3	3
gene:ENSPTRG00000009031	17	21251465	21264129	+	12665	6	26	5	6	12	36	22	22	14	26	15	14	10	39	16	20
gene:ENSPTRG00000046869	17	21300253	21317816	+	17564	104	221	70	308	252	214	236	723	150	345	258	1011	42	227	194	474
gene:ENSPTRG00000009028	17	21320488	21334990	+	14503	113	141	90	167	79	96	75	100	82	94	53	192	57	89	67	123
gene:ENSPTRG00000009026	17	21342557	21380277	-	37721	2569	3288	2113	3270	2104	3364	2191	2649	2515	3036	1728	3369	1822	2869	2241	3082
gene:ENSPTRG00000009025	17	21394024	21423554	+	29531	226	269	19	1901	410	109	34	1391	368	153	31	1249	221	87	13	1512
gene:ENSPTRG00000009024	17	21424332	21428823	-	4492	6	12	0	41	10	9	1	23	9	5	3	29	7	4	0	28
gene:ENSPTRG00000009023	17	21436093	21445462	+	9370	8	4	7	323	5	1	5	118	3	5	1	156	2	1	1	58
gene:ENSPTRG00000009022	17	21446457	21457948	-	11492	750	504	131	183	335	144	100	46	513	70	22	28	657	85	76	38
gene:ENSPTRG00000009021	17	21463595	21604369	-	140775	3387	3449	1134	2979	2933	3617	1995	3250	3392	3574	1082	4741	2614	2789	1511	3815
gene:ENSPTRG00000052160	17	21589678	21594642	+	4965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000009020	17	21611270	21616456	+	5187	209	206	112	113	401	481	285	261	395	417	210	289	302	326	253	283
gene:ENSPTRG00000039969	17	21629528	21644040	+	14513	11	31	15	40	8	16	40	21	15	41	45	292	8	38	25	62
gene:ENSPTRG00000030902	17	21670311	21722429	+	52119	78	196	45	90	85	123	196	215	95	479	166	1287	49	356	138	297
gene:ENSPTRG00000048253	17	21693279	21696612	-	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000052504	17	21701225	21706023	-	4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000044720	17	21731231	21732671	+	1441	37	90	40	84	53	84	73	54	41	85	30	104	32	79	49	120
gene:ENSPTRG00000042109	17	21743824	21756265	+	12442	46	1390	52	783	57	1237	401	254	57	1230	176	875	46	785	57	498
gene:ENSPTRG00000009018	17	21757880	21782143	+	24264	63	237	26	141	54	394	180	131	164	458	81	476	78	307	108	230
gene:ENSPTRG00000047996	17	21783977	21784865	+	889	43	60	12	68	50	158	62	106	71	112	46	181	43	90	30	128
gene:ENSPTRG00000047496	17	21814067	21814335	+	269	23	38	29	34	29	35	32	23	31	31	21	31	16	31	37	47
gene:ENSPTRG00000009017	17	21822143	21844255	+	22113	81	228	35	389	320	231	181	441	286	212	64	1228	283	287	123	1080
gene:ENSPTRG00000009016	17	21927452	21952678	-	25227	389	262	126	342	174	155	98	225	424	337	108	1124	267	264	137	541
gene:ENSPTRG00000047307	17	22010551	22011295	-	745	5	0	0	0	3	0	3	0	8	0	0	0	0	0	0	0
gene:ENSPTRG00000009013	17	22013962	22054879	-	40918	4087	43	29	70	3460	119	42	98	4201	33	90	116	3288	45	67	119
gene:ENSPTRG00000009012	17	22060271	22071199	+	10929	201	440	227	278	227	497	259	438	302	395	211	292	178	347	243	356
gene:ENSPTRG00000009011	17	22071584	22080985	-	9402	4	5	3	8	10	3	5	9	3	4	7	8	1	3	7	5
gene:ENSPTRG00000009010	17	22082645	22111902	+	29258	201	493	224	285	217	425	311	260	302	430	241	526	171	372	291	338
gene:ENSPTRG00000051761	17	22146366	22209214	+	62849	1003	1258	1568	1361	513	1211	2007	745	541	981	1061	994	412	1092	1298	977
gene:ENSPTRG00000009008	17	22213286	22247960	-	34675	612	693	315	660	454	631	362	444	519	610	410	720	412	620	560	708
gene:ENSPTRG00000009007	17	22266712	22267878	-	1167	131	200	114	183	153	281	168	306	161	185	120	281	99	180	162	258
gene:ENSPTRG00000023221	17	22267553	22301442	+	33890	353	549	289	393	63	134	58	58	76	104	78	69	78	87	100	72
gene:ENSPTRG00000009005	17	22591489	22651209	-	59721	2	17	14	9	6	173	65	20	6	50	29	56	2	23	67	13
gene:ENSPTRG00000009004	17	22867721	22871044	+	3324	0	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0
gene:ENSPTRG00000043899	17	22872649	22875141	-	2493	26	26	4	1	89	13	12	55	18	6	7	51	40	20	7	121
gene:ENSPTRG00000009002	17	22909851	22912720	-	2870	54	72	13	4	136	206	70	106	84	22	13	96	138	184	130	65
gene:ENSPTRG00000048230	17	22936337	22940400	-	4064	8	16	0	4	31	21	5	57	39	11	4	22	45	31	2	37
gene:ENSPTRG00000009000	17	22953225	22955494	-	2270	1	0	0	0	1	3	0	3	1	4	1	4	0	3	3	26
gene:ENSPTRG00000008999	17	22968054	22970548	-	2495	200	369	41	152	439	1167	489	1178	356	569	127	466	437	693	235	534
gene:ENSPTRG00000008996	17	23070054	24222571	+	1152518	604	606	261	760	459	678	347	560	525	748	520	1202	414	577	386	706
gene:ENSPTRG00000049269	17	24238455	24244483	-	6029	0	0	0	1	0	3	0	2	0	1	0	0	1	1	0	0
gene:ENSPTRG00000008993	17	24290790	24307654	-	16865	436	1124	438	1367	545	1277	1000	1051	656	1253	718	1357	427	1396	1203	1572
gene:ENSPTRG00000008991	17	24350241	24727685	+	377445	673	2008	655	2178	1039	1490	1087	1877	1222	1415	741	2573	684	1258	802	2413
gene:ENSPTRG00000030892	17	24733906	24734829	-	924	24	4	5	21	14	9	7	13	25	8	4	15	20	11	13	13
gene:ENSPTRG00000008990	17	24741820	24778043	-	36224	1341	1096	984	840	974	972	849	732	998	817	622	1165	860	893	1055	1030
gene:ENSPTRG00000008989	17	24848878	24872068	-	23191	1863	2351	1457	2038	1599	2417	1678	1959	1740	2133	1272	2884	1399	2212	1790	2209
gene:ENSPTRG00000008988	17	24880017	24893915	+	13899	750	1116	337	846	538	943	388	378	704	979	388	591	483	727	427	499
gene:ENSPTRG00000008987	17	24897665	24961927	-	64263	26	47	18	82	45	104	22	67	43	67	21	50	24	71	27	63
gene:ENSPTRG00000051245	17	24899261	24899498	-	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000008986	17	25005407	25088844	-	83438	3198	1503	1024	1961	2095	1248	828	1176	2740	1242	726	2011	2497	1166	930	1683
gene:ENSPTRG00000050077	17	25079871	25080900	+	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000008967	17	25203792	25230763	-	26972	837	1329	708	1109	651	1317	855	923	797	1216	924	1089	474	1067	956	1097
gene:ENSPTRG00000008966	17	25241396	25280720	-	39325	470	490	380	650	502	615	694	787	490	396	128	1229	242	684	655	1069
gene:ENSPTRG00000008965	17	25292995	25300825	+	7831	463	437	212	232	415	533	334	348	518	571	239	485	332	429	279	336
gene:ENSPTRG00000008964	17	25304720	25367594	-	62875	228	386	130	359	106	344	160	209	208	297	127	301	82	275	118	245
gene:ENSPTRG00000008963	17	25374784	25417311	+	42528	1012	1117	190	1221	1011	1340	512	1050	1462	1515	355	1931	632	1127	395	1383
gene:ENSPTRG00000008980	17	25484086	25545750	-	61665	353	606	260	456	264	421	300	273	285	495	214	782	249	385	314	470
gene:ENSPTRG00000008977	17	25580900	25629748	+	48849	778	1209	656	1471	648	994	728	917	723	812	498	1238	461	815	681	1095
gene:ENSPTRG00000008976	17	25633629	25641087	+	7459	437	574	291	453	400	678	341	534	496	546	295	377	378	536	333	404
gene:ENSPTRG00000008974	17	25975774	26127168	-	151395	188	1309	179	583	161	721	184	243	154	518	195	409	116	611	434	507
gene:ENSPTRG00000008970	17	26141474	26429507	-	288034	1857	2566	1372	2477	1690	2298	1877	1931	2204	2669	1063	3121	1592	2177	1550	2087
gene:ENSPTRG00000008973	17	26193620	26197721	+	4102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000008972	17	26209758	26211104	+	1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000008971	17	26219041	26220363	+	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000046163	17	26473323	26485958	+	12636	76	288	47	241	110	311	110	170	169	360	119	498	87	263	108	307
gene:ENSPTRG00000034311	17	26524646	26539353	-	14708	86	267	34	233	81	234	92	107	122	231	77	315	65	237	70	216
gene:ENSPTRG00000008962	17	26569060	26613733	-	44674	421	575	299	430	329	437	320	370	327	350	213	519	329	372	351	362
gene:ENSPTRG00000008961	17	26621674	26716634	-	94961	1496	3324	1667	2052	1315	2618	1669	1703	1437	2666	1013	3024	1329	2203	1469	2494
gene:ENSPTRG00000008960	17	26763314	26779114	+	15801	12	408	4	21	27	355	6	17	9	258	5	10	8	247	14	21
gene:ENSPTRG00000008959	17	26802099	26847227	+	45129	916	1550	445	1243	775	1571	669	1695	948	1511	492	2406	548	1372	623	1368
gene:ENSPTRG00000008958	17	26859547	26901379	+	41833	97	180	41	7332	42	228	50	4202	40	171	68	7850	36	226	57	3353
gene:ENSPTRG00000008957	17	26909186	26983965	-	74780	1422	1601	856	1997	1195	1338	1042	1350	1256	1128	554	1654	744	942	810	1301
gene:ENSPTRG00000008956	17	26992284	27164611	-	172328	130	437	53	186	69	208	64	113	134	204	117	207	114	189	64	153
