# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/bumblebee_genome/GCF_000214255.1_Bter_1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR8929838_dupsRemoved.bam" "SRR8929839_dupsRemoved.bam" "SRR8929840_dupsRemoved.bam" "SRR8929841_dupsRemoved.bam" "SRR8929842_dupsRemoved.bam" "SRR8929843_dupsRemoved.bam" "SRR8929848_dupsRemoved.bam" "SRR8929849_dupsRemoved.bam" "SRR8929852_dupsRemoved.bam" "SRR8929853_dupsRemoved.bam" "SRR8929854_dupsRemoved.bam" "SRR8929855_dupsRemoved.bam" "SRR8929856_dupsRemoved.bam" "SRR8929857_dupsRemoved.bam" "SRR8929858_dupsRemoved.bam" "SRR8929859_dupsRemoved.bam" "SRR8929860_dupsRemoved.bam" "SRR8929861_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8929838_dupsRemoved.bam	SRR8929839_dupsRemoved.bam	SRR8929840_dupsRemoved.bam	SRR8929841_dupsRemoved.bam	SRR8929842_dupsRemoved.bam	SRR8929843_dupsRemoved.bam	SRR8929848_dupsRemoved.bam	SRR8929849_dupsRemoved.bam	SRR8929852_dupsRemoved.bam	SRR8929853_dupsRemoved.bam	SRR8929854_dupsRemoved.bam	SRR8929855_dupsRemoved.bam	SRR8929856_dupsRemoved.bam	SRR8929857_dupsRemoved.bam	SRR8929858_dupsRemoved.bam	SRR8929859_dupsRemoved.bam	SRR8929860_dupsRemoved.bam	SRR8929861_dupsRemoved.bam
gene7204	NC_015772.1	16921147	16927646	-	6500	27	26	32	17	14	24	21	25	18	27	28	12	15	23	17	26	29	11
gene7205	NC_015772.1	16936205	16937547	+	1343	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene7206	NC_015772.1	16976035	16991522	-	15488	367	344	397	325	371	381	510	267	328	291	351	317	306	357	302	300	356	397
gene7207	NC_015772.1	16992475	17036623	+	44149	838	894	818	403	744	848	935	757	693	770	773	712	661	646	709	675	850	769
gene7208	NC_015772.1	17046953	17079136	-	32184	844	889	809	676	708	905	866	885	709	809	756	682	800	721	808	650	947	738
gene7209	NC_015772.1	17085070	17101463	-	16394	3117	3303	3270	3426	2983	3203	3734	2841	3069	2981	3061	2683	2708	3013	2790	2703	3356	3249
gene7210	NC_015772.1	17101435	17136228	+	34794	504	536	585	361	467	519	597	467	473	451	462	455	455	453	465	437	552	440
gene7211	NC_015772.1	17135977	17143429	-	7453	1147	1225	1107	792	958	1084	1365	1010	774	925	948	808	991	924	1027	902	1200	1106
gene7212	NC_015772.1	17144293	17153421	+	9129	785	822	785	439	746	830	875	653	573	669	760	683	661	657	679	709	812	775
gene7213	NC_015772.1	17156694	17167874	-	11181	949	867	964	860	963	1023	1074	832	906	980	918	947	998	942	918	761	1048	957
gene7214	NC_015772.1	17175742	17192545	+	16804	225	273	242	55	128	224	160	227	223	198	189	130	110	157	199	126	206	158
gene7215	NC_015772.1	17192014	17193508	-	1495	2	4	3	5	6	3	2	2	1	4	3	1	1	1	1	0	1	2
gene7216	NC_015773.1	4553	13532	-	8980	685	662	803	200	611	828	806	681	547	625	609	495	537	766	519	471	483	642
gene7217	NC_015773.1	16280	20058	-	3779	14	19	8	3	4	9	8	8	8	13	6	4	14	4	12	1	16	6
gene7218	NC_015773.1	20372	27264	+	6893	838	1261	891	594	836	1206	717	1892	625	756	742	614	1893	730	1339	666	2116	750
gene7219	NC_015773.1	31444	34787	+	3344	1	1	1	1	0	1	1	5	1	0	3	0	1	0	0	1	2	1
gene7220	NC_015773.1	37095	38883	+	1789	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1
gene7221	NC_015773.1	38682	42209	+	3528	4	14	10	4	0	2	14	2	7	0	7	3	3	9	0	3	6	3
gene7222	NC_015773.1	42812	97127	-	54316	134	139	117	128	154	131	98	89	97	128	83	74	87	110	94	87	83	116
gene7223	NC_015773.1	75193	98391	+	23199	47	44	48	12	29	34	33	28	32	30	33	28	34	30	28	23	28	31
gene7224	NC_015773.1	99466	100832	-	1367	404	365	353	337	317	396	486	336	298	293	348	320	323	344	332	349	437	401
gene7225	NC_015773.1	100994	102719	-	1726	249	217	211	221	217	290	268	220	195	210	213	162	217	214	223	211	272	251
gene7226	NC_015773.1	112878	121797	+	8920	445	347	412	212	401	615	479	994	294	380	389	322	712	327	440	179	634	329
gene7227	NC_015773.1	133488	172157	+	38670	2343	2335	2269	1266	1806	2674	2527	2975	1327	2014	1890	1844	3296	1854	3537	1568	4342	2145
gene7228	NC_015773.1	173879	209428	+	35550	4472	3798	5477	4013	5543	2897	10012	3574	2987	5404	4791	7699	4653	4375	5653	5933	6328	7875
gene7229	NC_015773.1	174308	180300	-	5993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7230	NC_015773.1	209877	212069	+	2193	762	737	701	671	623	682	830	715	613	612	688	597	711	650	588	551	738	687
gene7231	NC_015773.1	213352	214823	+	1472	220	213	177	172	172	219	254	201	160	164	163	177	202	184	168	181	218	224
gene7232	NC_015773.1	214673	217661	-	2989	349	329	297	211	293	250	262	287	239	282	272	244	277	265	314	259	346	260
gene7233	NC_015773.1	217714	220095	+	2382	137	157	123	68	123	122	157	127	107	106	105	85	101	128	99	112	141	124
gene7234	NC_015773.1	220251	227895	-	7645	726	749	689	329	604	617	698	544	594	587	607	532	497	552	559	550	726	604
gene7235	NC_015773.1	228341	233603	+	5263	143	127	128	18	120	150	190	126	106	103	135	97	108	110	90	118	130	110
gene7236	NC_015773.1	233601	237411	+	3811	124	126	107	66	112	123	158	116	85	92	90	91	122	103	91	82	134	112
gene7237	NC_015773.1	235994	238328	-	2335	51	49	35	25	33	44	40	39	34	37	37	33	37	38	22	37	32	27
gene7238	NC_015773.1	238766	239996	+	1231	202	224	217	162	190	155	199	153	182	141	167	147	178	202	160	157	190	159
gene7239	NC_015773.1	240734	243308	-	2575	1604	1550	1218	1673	1433	1685	1927	1301	1436	1391	1473	1251	1368	1476	1237	1492	1713	1776
gene7240	NC_015773.1	243918	277247	+	33330	1448	1517	1492	1056	1368	1260	1566	976	1266	1382	1273	1171	1149	1192	1117	1176	1418	1265
gene7241	NC_015773.1	263900	266145	-	2246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7242	NC_015773.1	267061	268676	+	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7243	NC_015773.1	278997	319372	+	40376	949	1205	1144	467	1310	1025	1375	957	1255	1352	807	1075	891	1132	908	996	1109	1290
gene7244	NC_015773.1	328021	330200	+	2180	97	118	100	106	78	100	135	98	89	77	94	67	64	96	88	80	111	106
gene7245	NC_015773.1	329573	334460	-	4888	155	159	137	128	124	138	159	118	101	111	111	84	111	114	113	114	135	125
gene7246	NC_015773.1	332233	336712	+	4480	360	344	281	231	246	344	314	311	236	278	275	222	331	267	328	253	430	287
gene7247	NC_015773.1	336797	342826	+	6030	475	495	528	268	468	497	633	468	450	446	470	421	400	360	452	420	598	510
gene7248	NC_015773.1	342861	346495	-	3635	94	94	102	116	70	95	111	72	57	63	76	77	64	102	87	66	97	74
gene7249	NC_015773.1	346481	350540	-	4060	128	558	327	423	28	141	602	82	329	55	476	182	122	293	96	94	258	127
gene7250	NC_015773.1	353177	364416	+	11240	674	663	630	409	597	626	711	552	519	582	588	529	543	579	555	506	654	602
gene7251	NC_015773.1	353683	360223	-	6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7252	NC_015773.1	365613	390207	-	24595	388	394	442	152	334	320	402	438	263	450	313	354	300	330	439	330	829	362
gene7253	NC_015773.1	450576	452557	+	1982	166	168	127	152	156	133	202	94	127	116	130	94	135	132	133	131	215	166
gene7254	NC_015773.1	452725	463292	-	10568	7	7	10	6	9	12	12	8	12	11	14	11	2	6	9	9	5	9
gene7255	NC_015773.1	464165	480064	-	15900	190	231	265	123	156	161	195	141	174	169	174	132	153	167	150	143	150	187
gene7256	NC_015773.1	480982	482045	-	1064	26	35	67	37	52	103	52	44	50	24	44	40	124	26	114	28	92	37
gene7257	NC_015773.1	482074	482645	+	572	0	1	0	1	0	3	1	1	0	0	0	1	1	0	0	0	1	0
gene7258	NC_015773.1	484707	487729	-	3023	59	101	119	44	161	322	166	92	48	94	73	141	245	133	283	44	197	131
gene7259	NC_015773.1	487937	492446	+	4510	148	149	125	114	105	108	167	95	99	100	118	93	119	114	104	93	137	144
gene7260	NC_015773.1	491758	509574	-	17817	959	993	894	211	690	1006	923	874	726	882	851	692	739	659	746	567	832	738
gene7261	NC_015773.1	509825	513727	-	3903	338	317	319	235	277	348	336	302	246	281	250	228	275	279	313	238	360	271
gene7262	NC_015773.1	532098	867238	+	335141	527	606	539	184	424	453	498	451	463	574	430	344	485	381	472	382	621	511
gene7263	NC_015773.1	820583	828614	-	8032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7264	NC_015773.1	867419	1403172	-	535754	3403	3604	3080	1080	2581	2866	2868	2696	2028	2807	2687	2107	2696	2235	2470	2274	3687	2456
gene7265	NC_015773.1	1263094	1264420	+	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7266	NC_015773.1	1282620	1284786	+	2167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7267	NC_015773.1	1354083	1356922	+	2840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7268	NC_015773.1	1358173	1361093	+	2921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7269	NC_015773.1	1403559	1404850	+	1292	239	210	191	217	197	221	280	175	156	161	211	169	197	187	152	182	246	216
gene7270	NC_015773.1	1405777	1408970	-	3194	73	93	76	67	71	78	114	59	75	64	68	68	78	79	67	89	78	88
gene7271	NC_015773.1	1410228	1413759	-	3532	84	82	103	35	86	115	109	88	70	67	72	65	86	89	76	84	63	82
gene7272	NC_015773.1	1414463	1547754	+	133292	759	696	795	126	489	806	581	632	568	665	660	554	484	488	524	424	550	518
gene7273	NC_015773.1	1418238	1421640	-	3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7274	NC_015773.1	1487963	1489171	-	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7275	NC_015773.1	1548602	1552186	-	3585	328	338	363	305	286	307	378	260	274	257	271	222	261	330	225	293	354	314
gene7276	NC_015773.1	1552418	1555479	+	3062	607	573	610	424	579	683	752	661	459	606	576	517	545	553	571	574	731	692
gene7277	NC_015773.1	1711220	1887116	+	175897	273	281	250	72	183	330	254	280	156	213	240	166	231	259	223	129	194	170
gene7278	NC_015773.1	1919914	1920477	-	564	0	0	0	0	1	1	2	1	0	0	0	0	1	0	0	0	0	0
gene7279	NC_015773.1	1933200	1933736	+	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene7280	NC_015773.1	1937709	1939497	+	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7281	NC_015773.1	2027735	2050331	-	22597	754	651	771	107	403	822	469	678	580	712	480	347	457	486	554	390	649	445
gene7282	NC_015773.1	2051473	2054579	+	3107	2	1	1	0	2	1	0	0	0	0	1	1	2	0	2	0	0	1
gene7283	NC_015773.1	2052208	2054172	+	1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7284	NC_015773.1	2064213	2100956	-	36744	1103	1173	1133	408	744	1228	1014	847	779	855	884	623	712	899	843	572	849	822
gene7285	NC_015773.1	2103424	2126774	+	23351	954	1199	1070	550	1103	697	1034	1268	740	1117	972	1001	1041	986	1095	881	1410	1125
gene7286	NC_015773.1	2129930	2175451	-	45522	46	51	26	27	32	37	31	35	41	35	26	16	28	45	35	13	20	36
gene7287	NC_015773.1	2256655	2258896	-	2242	9472	13807	7645	10015	12568	9291	11622	10347	9750	13288	7652	10703	10315	11131	7434	13265	11378	12441
gene7288	NC_015773.1	2260654	2263080	-	2427	2	2	1	4	7	1	2	3	3	4	3	3	1	6	4	4	1	7
gene7289	NC_015773.1	2264560	2267209	-	2650	67	58	51	25	54	36	71	26	13	50	41	39	25	37	36	57	87	37
gene7290	NC_015773.1	2267453	2268565	-	1113	328	270	344	177	343	254	430	373	30	362	144	281	287	276	287	371	785	256
gene7291	NC_015773.1	2268647	2274259	-	5613	201	170	184	286	110	204	114	111	175	185	133	133	110	124	117	108	135	119
gene7292	NC_015773.1	2273792	2281414	-	7623	236	241	240	165	141	227	197	149	165	171	165	145	151	180	129	98	156	138
gene7293	NC_015773.1	2303767	2306429	-	2663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7294	NC_015773.1	2315114	2334575	+	19462	1864	1772	1375	646	1021	1929	1536	1400	976	929	1285	893	1287	1326	1146	611	705	1115
gene7295	NC_015773.1	2335386	2341225	-	5840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7296	NC_015773.1	2342897	2346637	-	3741	8	7	9	0	22	5	28	21	10	20	15	25	5	14	5	12	14	16
gene7297	NC_015773.1	2364107	2365665	-	1559	1143	1135	1933	1975	4054	1048	4470	642	1637	2999	2604	3710	665	2977	999	2727	1001	3943
gene7298	NC_015773.1	2369232	2375359	-	6128	10	8	12	2	23	11	18	7	5	15	19	22	9	19	11	13	10	23
gene7299	NC_015773.1	2376023	2378717	-	2695	19	15	9	5	19	11	10	4	6	7	9	8	5	4	11	10	8	18
gene7300	NC_015773.1	2380758	2388089	-	7332	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
gene7301	NC_015773.1	2391242	2404116	-	12875	1	1	0	0	0	0	0	1	0	0	2	0	1	1	0	2	1	0
gene7302	NC_015773.1	2414593	2634035	-	219443	743	791	762	312	710	690	746	954	488	840	779	696	700	701	741	806	1113	889
gene7303	NC_015773.1	2634458	2639844	+	5387	9	14	7	10	7	9	3	5	7	8	7	7	4	5	3	9	7	7
gene7304	NC_015773.1	2640439	2641380	-	942	97	112	98	88	63	91	123	85	86	67	120	68	59	113	81	56	75	92
gene7305	NC_015773.1	2641294	2646591	+	5298	119	85	108	64	73	123	99	86	71	73	75	51	76	102	56	57	78	98
gene7306	NC_015773.1	2646704	2649388	-	2685	210	183	155	63	129	179	183	132	126	137	153	101	146	149	124	111	166	162
gene7307	NC_015773.1	2649420	2651694	-	2275	5	9	5	5	5	8	4	1	3	3	5	4	5	10	2	9	5	7
gene7308	NC_015773.1	2649649	2655688	+	6040	199	174	173	121	125	163	184	155	104	144	159	102	165	181	149	121	182	154
gene7309	NC_015773.1	2653884	2669065	-	15182	251	264	231	136	227	207	236	247	181	261	227	218	188	186	215	209	243	190
gene7310	NC_015773.1	2669620	2671594	-	1975	209	176	204	175	219	193	196	159	147	144	209	170	184	225	174	150	170	189
gene7311	NC_015773.1	2671991	2676504	+	4514	455	450	449	266	348	357	480	324	346	349	399	296	321	323	348	332	392	379
gene7312	NC_015773.1	2676717	2677536	-	820	447	425	491	481	464	532	658	523	390	437	442	421	394	457	385	441	581	467
gene7313	NC_015773.1	2678054	2681369	+	3316	33	49	42	39	27	38	44	37	22	35	24	22	36	23	40	41	37	31
gene7314	NC_015773.1	2681642	2692023	+	10382	3599	3679	4051	3204	3895	3871	4782	3905	3294	3701	3640	3622	3760	3466	3857	3534	4722	3884
gene7315	NC_015773.1	2692004	3086683	-	394680	681	866	761	324	747	914	904	895	555	773	733	598	719	636	837	544	725	673
gene7316	NC_015773.1	3093308	3093380	-	73	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
gene7317	NC_015773.1	3094148	3101919	-	7772	1117	1203	987	717	967	847	954	1026	840	940	963	881	929	902	1015	805	1106	992
gene7318	NC_015773.1	3102923	3107543	+	4621	131	135	110	62	90	151	152	122	97	94	97	78	104	99	109	103	121	124
gene7319	NC_015773.1	3108496	3114175	+	5680	340	461	337	218	294	366	381	261	280	281	299	256	291	257	337	281	340	302
gene7320	NC_015773.1	3114387	3116784	-	2398	467	436	424	271	357	540	539	444	370	334	370	329	389	386	410	335	451	448
gene7321	NC_015773.1	3117437	3120734	+	3298	835	875	747	642	789	940	935	747	686	656	763	655	725	765	660	621	714	827
gene7322	NC_015773.1	3122270	3124328	-	2059	232	202	171	183	195	197	249	153	168	151	210	171	163	166	176	189	259	217
gene7323	NC_015773.1	3124490	3126973	-	2484	365	349	353	304	296	347	495	280	289	307	294	301	294	354	318	334	373	362
gene7324	NC_015773.1	3127004	3128535	+	1532	207	211	204	168	178	162	181	182	162	153	187	158	150	144	147	135	201	163
gene7325	NC_015773.1	3128974	3133367	-	4394	194	170	188	65	145	193	168	187	123	161	179	123	144	137	147	123	168	159
gene7326	NC_015773.1	3133688	3136147	+	2460	181	167	148	125	158	110	163	128	129	113	119	133	127	132	147	145	158	119
gene7327	NC_015773.1	3138070	3140242	-	2173	191	206	178	69	132	163	176	144	149	153	161	149	168	139	130	135	173	142
gene7328	NC_015773.1	3140612	3144139	+	3528	23	17	25	25	5	21	15	11	26	17	16	13	21	16	22	9	22	18
gene7329	NC_015773.1	3155920	3159034	+	3115	4	1	2	0	3	2	3	0	2	1	2	0	1	2	0	2	1	4
gene7330	NC_015773.1	3174457	3199488	+	25032	19	18	36	18	20	21	35	18	22	15	9	14	15	22	19	11	22	26
gene7331	NC_015773.1	3199608	3202463	-	2856	841	763	904	941	1034	914	1414	1031	598	1057	755	978	1118	1039	1120	1003	1229	1066
gene7332	NC_015773.1	3203721	3214464	-	10744	833	917	841	296	676	951	860	732	662	783	782	645	657	687	685	628	767	728
gene7333	NC_015773.1	3217765	3240033	+	22269	1582	1822	2150	1002	1519	1626	2586	2592	956	1201	1412	1910	2242	1195	2530	1722	3848	2113
gene7334	NC_015773.1	3240979	3243558	-	2580	275	279	264	194	234	279	252	240	223	275	225	222	224	212	243	218	262	262
gene7335	NC_015773.1	3243933	3250172	-	6240	540	586	758	779	1343	1280	1039	806	425	855	681	1045	1420	877	1086	753	947	898
gene7336	NC_015773.1	3250436	3255607	+	5172	740	789	827	567	815	800	999	795	633	725	740	743	748	646	709	700	1000	872
gene7337	NC_015773.1	3255869	3257557	+	1689	170	163	131	151	130	148	142	123	96	124	134	111	121	153	135	120	139	148
gene7338	NC_015773.1	3258285	3261110	+	2826	752	781	834	576	767	784	953	757	744	693	689	651	678	707	755	688	772	863
gene7339	NC_015773.1	3261636	3266778	-	5143	336	340	322	183	233	317	321	261	227	231	276	203	293	265	282	257	343	290
gene7340	NC_015773.1	3267174	3275074	+	7901	529	551	466	146	410	468	467	411	432	446	413	344	428	379	438	365	515	375
gene7341	NC_015773.1	3273990	3320833	-	46844	630	558	537	240	378	576	496	468	324	469	498	355	429	479	448	353	536	385
gene7342	NC_015773.1	3298141	3302688	+	4548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7343	NC_015773.1	3311446	3314393	+	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7344	NC_015773.1	3324534	3455023	+	130490	187	201	205	133	202	155	190	210	103	163	192	206	170	206	192	141	255	194
gene7345	NC_015773.1	3329405	3439670	-	110266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7346	NC_015773.1	3508050	3511225	-	3176	3	8	25	1	7	0	5	11	5	7	20	1	4	8	9	9	6	0
gene7347	NC_015773.1	3511957	3514275	-	2319	1	4	8	0	2	1	0	3	0	1	6	1	0	0	1	2	2	0
gene7348	NC_015773.1	3516320	3517491	-	1172	2	5	6	0	5	3	2	4	2	5	3	1	0	1	3	7	5	1
gene7349	NC_015773.1	3521012	3526445	-	5434	4	17	20	2	10	12	4	14	7	15	23	8	0	6	8	8	8	0
gene7350	NC_015773.1	3536617	3537826	-	1210	2	0	3	1	1	8	1	0	1	5	7	0	1	3	11	5	5	4
gene7351	NC_015773.1	3537922	3540904	-	2983	5	7	9	1	6	11	9	7	9	9	14	3	5	4	11	13	12	7
gene7352	NC_015773.1	3543335	3546793	-	3459	13	4	22	13	3	21	24	7	12	7	16	0	7	11	14	32	20	16
gene7353	NC_015773.1	3562062	4039026	-	476965	445	576	474	227	399	400	453	388	438	434	368	391	373	385	421	353	477	392
gene7354	NC_015773.1	4042927	4052033	-	9107	491	473	451	334	390	483	490	411	328	239	540	250	365	406	345	233	227	378
gene7355	NC_015773.1	4049862	4052136	+	2275	4	3	4	6	4	3	9	5	2	6	6	5	7	9	3	1	5	6
gene7356	NC_015773.1	4053840	4059972	-	6133	893	898	788	564	702	810	744	622	700	711	817	669	660	740	607	663	778	737
gene7357	NC_015773.1	4061585	4071607	+	10023	85	103	83	28	57	71	88	80	67	36	73	41	85	59	124	68	103	75
gene7358	NC_015773.1	4089975	4227977	+	138003	437	567	463	191	263	439	414	297	312	397	297	242	257	322	277	170	266	367
gene7359	NC_015773.1	4236438	4238215	-	1778	312	272	270	255	284	358	328	280	256	240	279	219	201	285	226	249	316	327
gene7360	NC_015773.1	4239760	4241373	+	1614	2	5	3	1	2	2	4	1	1	4	0	3	1	1	1	2	1	0
gene7361	NC_015773.1	4241456	4247706	+	6251	2451	2793	2318	1380	2353	2013	2172	1802	2253	2234	2375	2051	1919	2007	1925	2287	2285	2141
gene7362	NC_015773.1	4249332	4251976	+	2645	522	516	486	386	451	516	610	472	417	403	452	441	424	418	448	450	569	536
gene7363	NC_015773.1	4254644	4263942	-	9299	1256	1275	1295	652	1088	1251	1362	1030	958	1085	1170	1001	1019	1071	1055	1037	1260	1091
gene7364	NC_015773.1	4263945	4274665	+	10721	2015	2446	1671	459	1370	1934	1749	1965	1070	1749	1794	1371	1837	1172	1881	1205	1816	1337
gene7365	NC_015773.1	4276313	4281871	-	5559	1252	1303	1198	766	1174	1308	1490	1234	1083	1135	1244	1038	1195	1111	1139	1106	1372	1263
gene7366	NC_015773.1	4282973	4285994	+	3022	189	167	158	136	153	229	221	171	132	158	181	137	164	166	185	158	211	190
gene7367	NC_015773.1	4286147	4288216	-	2070	258	252	232	196	237	271	311	234	241	229	257	176	195	226	200	246	271	239
gene7368	NC_015773.1	4288741	4289561	+	821	66	58	65	52	58	89	67	59	55	49	49	65	67	60	66	64	67	63
gene7369	NC_015773.1	4289516	4295082	-	5567	175	182	234	167	193	187	229	174	171	174	150	147	173	189	178	143	205	208
gene7370	NC_015773.1	4295210	4298015	+	2806	12	9	5	12	8	17	11	8	21	17	9	11	14	10	13	10	7	12
gene7371	NC_015773.1	4307167	4331205	+	24039	5623	4653	5009	3241	3850	5532	5939	3743	5062	3637	4131	3305	4240	5081	4398	2416	2191	5405
gene7372	NC_015773.1	4331504	4341274	-	9771	650	604	587	338	464	657	658	498	485	482	503	382	486	508	506	404	544	545
gene7373	NC_015773.1	4341352	4346313	+	4962	224	249	237	188	262	240	284	251	175	216	239	219	214	223	222	209	272	252
gene7374	NC_015773.1	4348008	4355737	-	7730	1584	1495	1487	530	1162	1362	1580	1411	930	1349	1445	1001	1235	1184	1188	1184	1707	1203
gene7375	NC_015773.1	4357560	4361861	-	4302	203	185	163	76	172	180	161	160	153	162	151	145	150	153	146	153	169	196
gene7376	NC_015773.1	4363853	4377302	-	13450	762	805	719	230	645	842	764	701	530	663	740	633	581	561	658	579	741	640
gene7377	NC_015773.1	4365636	4367388	+	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7378	NC_015773.1	4377538	4379615	+	2078	18	9	13	4	14	24	21	16	23	11	13	14	13	10	14	15	14	7
gene7379	NC_015773.1	4379958	4381858	-	1901	290	269	250	251	245	218	239	176	243	188	238	199	179	200	212	178	242	237
gene7380	NC_015773.1	4382035	4383532	-	1498	116	149	113	115	94	95	90	87	84	64	81	61	84	99	80	56	51	78
gene7381	NC_015773.1	4384613	4387079	-	2467	233	228	258	150	269	139	267	232	149	200	195	226	261	243	250	196	238	245
gene7382	NC_015773.1	4387092	4433135	-	46044	399	470	396	150	378	382	444	517	398	351	361	322	404	350	378	299	462	377
gene7383	NC_015773.1	4440151	4452548	+	12398	2743	2479	2354	1133	2141	3103	2639	2510	2119	1904	2270	1727	2396	2418	2549	1277	1985	2263
gene7384	NC_015773.1	4464078	4483178	+	19101	14	9	13	6	10	17	11	10	15	13	16	18	16	11	12	11	16	31
gene7385	NC_015773.1	4464206	4595650	-	131445	63	77	50	39	75	78	77	81	64	60	78	53	55	49	69	51	87	76
gene7386	NC_015773.1	4490902	4496864	+	5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7387	NC_015773.1	4623866	4690155	-	66290	38	47	40	19	47	38	28	42	56	42	47	45	42	31	44	26	66	29
gene7388	NC_015773.1	4743629	4838929	-	95301	258	343	297	179	241	243	298	240	208	208	237	183	230	227	240	187	263	259
gene7389	NC_015773.1	4837307	4837398	-	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7391	NC_015773.1	4841325	4847711	-	6387	299	338	266	228	386	482	306	315	231	303	284	354	489	258	376	234	353	295
gene7392	NC_015773.1	4847934	4853343	+	5410	486	698	456	330	257	887	535	747	344	388	315	266	518	344	391	289	387	408
gene7393	NC_015773.1	4853125	4853577	-	453	4	1	5	4	2	1	2	3	1	3	2	1	3	0	6	5	2	2
gene7394	NC_015773.1	4853603	4855967	-	2365	281	321	236	173	212	256	294	227	182	200	209	194	244	201	260	223	292	248
gene7395	NC_015773.1	4855975	4857434	+	1460	160	135	107	84	111	110	133	104	105	111	110	94	114	109	141	122	132	113
gene7396	NC_015773.1	4857300	4864356	-	7057	550	552	471	259	411	502	543	424	417	445	460	374	410	429	409	421	468	484
gene7397	NC_015773.1	4864659	4870962	+	6304	790	742	645	417	568	648	687	505	588	642	590	537	497	615	532	522	679	578
gene7398	NC_015773.1	4871683	4874923	+	3241	542	616	670	457	562	630	732	511	432	518	572	467	554	573	504	527	659	581
gene7399	NC_015773.1	4875247	4977682	-	102436	199	191	197	68	128	242	178	195	147	182	175	119	164	179	170	102	164	133
gene7400	NC_015773.1	4932442	4932515	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7401	NC_015773.1	4980540	4983417	+	2878	1	2	2	1	2	2	4	3	1	1	1	1	3	0	0	3	1	1
gene7402	NC_015773.1	5059939	5288417	+	228479	68	60	59	9	32	67	56	46	42	60	55	33	54	33	42	23	38	48
gene7403	NC_015773.1	5184602	5219985	-	35384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene7404	NC_015773.1	5308806	5310762	+	1957	143	369	284	234	135	106	227	142	149	146	132	175	164	135	99	72	128	83
gene7405	NC_015773.1	5312991	5642236	-	329246	326	328	330	94	176	354	254	296	197	278	289	189	217	236	243	146	230	255
gene7406	NC_015773.1	5698673	5700006	-	1334	3	8	3	0	2	6	4	4	5	5	4	3	5	6	2	1	2	2
gene7407	NC_015773.1	5739712	5742846	+	3135	6	1	2	1	0	5	1	1	1	1	2	0	5	0	0	1	3	4
gene7408	NC_015773.1	5742808	5746398	-	3591	1425	1371	1306	1184	1409	1264	1524	1166	1108	1267	1328	1097	1074	1327	1128	1253	1408	1363
gene7409	NC_015773.1	5749097	5760674	-	11578	498	566	515	71	336	473	436	426	346	438	431	300	333	333	368	309	430	393
gene7410	NC_015773.1	5760775	5761958	-	1184	207	209	221	171	208	181	305	154	216	181	186	164	170	210	172	208	229	244
gene7411	NC_015773.1	5761865	5764613	+	2749	338	332	319	272	278	313	356	277	243	267	328	227	236	262	285	242	318	319
