# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ooceraea_biroi_genome/GCF_003672135.1_Obir_v5.4_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR2969431_dupsRemoved.bam" "SRR2969433_dupsRemoved.bam" "SRR2969435_dupsRemoved.bam" "SRR2969436_dupsRemoved.bam" "SRR2969437_dupsRemoved.bam" "SRR2969438_dupsRemoved.bam" "SRR2969440_dupsRemoved.bam" "SRR2969447_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2969431_dupsRemoved.bam	SRR2969433_dupsRemoved.bam	SRR2969435_dupsRemoved.bam	SRR2969436_dupsRemoved.bam	SRR2969437_dupsRemoved.bam	SRR2969438_dupsRemoved.bam	SRR2969440_dupsRemoved.bam	SRR2969447_dupsRemoved.bam
gene-LOC105279885	NC_039512.1	10560924	10578619	-	17696	6	51	10	7	7	19	8	18
gene-LOC113562267	NC_039512.1	10604263	10606749	-	2487	0	3	3	1	0	1	0	0
gene-LOC105279884	NC_039512.1	10619140	10762716	+	143577	3014	2661	2537	2935	2149	1692	2582	2057
gene-LOC105279883	NC_039512.1	10767811	10778907	-	11097	4608	4414	4674	4546	5848	4451	6162	3766
gene-LOC105279881	NC_039512.1	10779532	10782054	-	2523	4000	4130	2125	2106	2358	2793	3819	4010
gene-LOC105279882	NC_039512.1	10783233	10804685	+	21453	9799	11658	7013	6938	6849	6405	9765	9185
gene-LOC105279880	NC_039512.1	10806043	10824348	+	18306	676	532	350	513	347	348	650	517
gene-LOC105279876	NC_039512.1	10836602	10877609	+	41008	228	219	211	239	169	121	275	191
gene-LOC105279879	NC_039512.1	10860615	10899832	-	39218	893	646	527	573	562	428	1166	815
gene-LOC105279878	NC_039512.1	10891161	10895071	+	3911	0	0	0	0	0	0	0	0
gene-LOC105279873	NC_039512.1	10900073	10901822	+	1750	1226	1278	629	558	646	706	1299	1287
gene-LOC105279874	NC_039512.1	10901637	10903540	-	1904	6	11	14	5	4	2	18	15
gene-LOC105279875	NC_039512.1	10903766	10906586	-	2821	26	5	9	4	19	9	20	7
gene-LOC105279871	NC_039512.1	10906702	10913001	+	6300	11712	7439	8537	6383	11560	5467	15318	6352
gene-LOC105279870	NC_039512.1	10914609	10921680	+	7072	4616	4086	2514	2377	2842	2571	5141	3971
gene-LOC105279869	NC_039512.1	10931379	10934891	-	3513	0	0	0	4	5	0	3	0
gene-LOC113562280	NC_039512.1	11015911	11022174	-	6264	6448	8542	2893	3460	3295	3871	5205	7235
gene-LOC105279932	NC_039512.1	11024900	11029471	-	4572	1036	634	625	525	793	434	1198	723
gene-LOC105279868	NC_039512.1	11032263	11042696	+	10434	21598	14059	13774	10830	13372	9346	26629	14168
gene-LOC105279865	NC_039512.1	11044935	11107307	-	62373	2802	2652	2752	3216	2816	2304	2553	1551
gene-LOC105279866	NC_039512.1	11107964	11111714	+	3751	5789	5638	4039	3483	4513	4393	6386	5601
gene-LOC105279858	NC_039512.1	11111709	11115748	-	4040	1461	1301	901	968	834	856	1526	1240
gene-LOC105279857	NC_039512.1	11113849	11114129	+	281	0	0	0	0	0	0	0	0
gene-LOC105279859	NC_039512.1	11115824	11118664	+	2841	139	96	123	99	66	65	123	89
gene-LOC105279861	NC_039512.1	11116819	11128899	-	12081	430	362	594	576	858	549	452	292
gene-LOC105279860	NC_039512.1	11124026	11125178	+	1153	0	0	0	0	0	0	0	0
gene-LOC105279863	NC_039512.1	11129433	11130636	+	1204	69	44	45	38	60	42	75	60
gene-LOC105279931	NC_039512.1	11130706	11131580	-	875	60	18	31	23	39	33	55	41
gene-LOC105279864	NC_039512.1	11131841	11134543	-	2703	5117	4107	2888	2520	3673	2824	6014	4184
gene-LOC105279855	NC_039512.1	11134645	11135683	+	1039	939	880	519	514	568	624	973	1031
gene-LOC105279856	NC_039512.1	11135774	11140647	+	4874	208	234	178	163	169	142	218	244
gene-LOC105279854	NC_039512.1	11140867	11151152	-	10286	572	525	437	620	461	438	599	572
gene-LOC105279852	NC_039512.1	11151299	11154298	+	3000	4075	3606	1945	2100	2127	2361	4373	3528
gene-LOC105279853	NC_039512.1	11154591	11163925	+	9335	2287	2031	1221	1502	1427	1387	2298	1955
gene-LOC105279851	NC_039512.1	11164163	11165356	-	1194	1418	2062	735	1023	658	1258	1213	2059
gene-LOC109610994	NC_039512.1	11165250	11166139	-	890	403	577	206	319	176	348	372	591
gene-LOC105279850	NC_039512.1	11166226	11167366	+	1141	4780	6241	3252	3418	2998	4157	4342	5912
gene-LOC105279930	NC_039512.1	11167502	11182151	+	14650	391	488	290	332	256	297	479	420
gene-LOC105279849	NC_039512.1	11183424	11194095	+	10672	9148	8090	8967	9163	10575	7258	13193	6818
gene-LOC105279848	NC_039512.1	11194408	11198939	-	4532	2078	2304	1742	1498	1756	1354	2174	1718
gene-LOC105279847	NC_039512.1	11199340	11207065	+	7726	2291	3420	1449	2350	1351	2168	2107	3049
gene-LOC105279846	NC_039512.1	11206975	11209417	-	2443	396	316	236	207	279	252	339	291
gene-LOC105279845	NC_039512.1	11209512	11213289	-	3778	14150	18467	10630	11527	10104	14349	12291	18365
gene-LOC105279844	NC_039512.1	11215429	11218783	+	3355	148	143	86	105	89	101	120	159
gene-LOC105279841	NC_039512.1	11219125	11233339	+	14215	13934	12190	7843	7697	8302	7711	14336	12041
gene-LOC105279842	NC_039512.1	11222247	11227178	-	4932	0	0	0	0	0	0	0	0
gene-LOC105279839	NC_039512.1	11234288	11236749	+	2462	259	166	110	102	138	96	238	131
gene-LOC105279837	NC_039512.1	11236627	11238875	+	2249	474	369	217	185	270	175	471	261
gene-LOC105279838	NC_039512.1	11239021	11242090	+	3070	172	129	350	419	465	532	171	142
gene-LOC105279834	NC_039512.1	11242127	11248268	-	6142	2630	2029	2000	1946	2159	1885	3207	1786
gene-LOC105279836	NC_039512.1	11248491	11253125	+	4635	1457	929	1080	985	1153	725	989	779
gene-LOC105279833	NC_039512.1	11253349	11260186	-	6838	1619	1680	1590	1441	1314	1155	1448	1207
gene-LOC105279830	NC_039512.1	11260450	11264758	+	4309	2562	2181	1383	1472	1530	1620	2855	2433
gene-LOC105279831	NC_039512.1	11264966	11271956	+	6991	1102	1070	1054	939	1191	930	1367	956
gene-LOC105279832	NC_039512.1	11270896	11276323	-	5428	1621	1389	879	1062	1017	1144	1948	1422
gene-LOC105279828	NC_039512.1	11278616	11297227	+	18612	3224	3336	2307	2437	2551	2216	3327	2947
gene-LOC105279827	NC_039512.1	11297549	11325612	+	28064	1244	1684	1786	2068	1999	1884	1547	1395
gene-LOC109610991	NC_039512.1	11300109	11305999	+	5891	0	0	0	0	0	0	0	0
gene-LOC105279826	NC_039512.1	11325285	11329699	-	4415	941	1104	559	689	627	713	1012	1050
gene-LOC105279825	NC_039512.1	11332285	11333684	-	1400	62	78	43	68	42	52	69	96
gene-LOC105279824	NC_039512.1	11334312	11338180	+	3869	623	647	533	438	508	376	526	794
gene-LOC105279823	NC_039512.1	11342045	11348190	-	6146	2849	2033	1551	1982	1589	1798	2674	2165
gene-LOC105279821	NC_039512.1	11354423	11360025	+	5603	241	169	251	204	189	121	197	190
gene-LOC105279818	NC_039512.1	11360993	11368360	-	7368	463	560	415	580	496	572	573	390
gene-LOC105279819	NC_039512.1	11368504	11376152	+	7649	324	221	194	161	131	175	369	187
gene-LOC105279820	NC_039512.1	11389899	11399623	-	9725	57	40	46	36	49	27	50	41
gene-LOC105279817	NC_039512.1	11468455	11493532	-	25078	725	604	778	622	659	365	821	436
gene-LOC105279815	NC_039512.1	11578024	11579821	-	1798	120	79	52	68	57	71	150	74
gene-LOC105279929	NC_039512.1	11586271	11589003	+	2733	0	2	0	4	5	1	2	0
gene-LOC105279814	NC_039512.1	11589110	11619143	-	30034	58	171	80	94	70	40	117	106
gene-LOC113562268	NC_039512.1	11623503	11628809	-	5307	7	1	7	7	4	2	12	5
gene-LOC105279813	NC_039512.1	11628912	11635314	-	6403	2945	2568	1834	1906	2066	1792	3379	2380
gene-LOC105279810	NC_039512.1	11635895	11640902	+	5008	8403	8062	4209	5761	3880	4973	8168	8607
gene-LOC105279927	NC_039512.1	11641291	11718679	-	77389	5364	3777	3731	3158	3890	2235	5587	3022
gene-LOC105279808	NC_039512.1	11728329	11782768	-	54440	245	136	206	197	152	122	197	125
gene-LOC109610987	NC_039512.1	11792040	11809770	-	17731	17	20	15	24	16	24	18	16
gene-LOC105279806	NC_039512.1	11834373	11844477	-	10105	99	72	78	50	71	65	118	75
gene-LOC105279805	NC_039512.1	11887439	11921073	-	33635	254	449	183	201	154	133	197	171
gene-LOC105279802	NC_039512.1	11963132	11966256	+	3125	934	858	600	580	607	622	956	916
gene-LOC105279804	NC_039512.1	11966171	11970553	-	4383	1546	1422	732	748	817	643	1625	1496
gene-LOC113562269	NC_039512.1	11972414	11976668	+	4255	4	4	3	12	2	2	3	3
gene-LOC105279798	NC_039512.1	11976514	11983001	-	6488	904	1054	754	572	367	731	783	836
gene-LOC105279800	NC_039512.1	11986345	11993671	+	7327	19	55	8	38	8	21	14	35
gene-LOC105279801	NC_039512.1	11993577	12008121	-	14545	85	203	70	83	37	82	52	113
gene-LOC105279792	NC_039512.1	12008158	12012341	+	4184	1	0	2	4	1	2	4	0
gene-LOC105279793	NC_039512.1	12011366	12014105	-	2740	870	825	462	435	517	480	860	830
gene-LOC105279795	NC_039512.1	12014362	12026771	+	12410	2007	2316	1599	2094	1497	1702	2127	1917
gene-LOC113562327	NC_039512.1	12033033	12034791	-	1759	24210	29409	12729	17867	11219	18674	21029	27691
gene-LOC105279790	NC_039512.1	12036425	12043046	+	6622	4078	4010	2425	3040	2531	2509	4609	3747
gene-LOC105279789	NC_039512.1	12043339	12064735	-	21397	695	640	850	706	647	419	691	546
gene-LOC105279788	NC_039512.1	12064859	12069030	-	4172	3654	3421	2496	2402	2947	2875	4676	3657
gene-LOC105279784	NC_039512.1	12069259	12071439	+	2181	4188	3449	1929	2013	2358	2088	4785	3441
gene-LOC105279786	NC_039512.1	12071436	12080059	-	8624	1480	996	1046	1016	1309	1082	1649	935
gene-LOC105279785	NC_039512.1	12073291	12075424	+	2134	0	0	0	0	0	0	0	0
gene-LOC105279782	NC_039512.1	12080787	12086293	+	5507	61	235	39	40	57	22	80	43
gene-LOC105279780	NC_039512.1	12089755	12092502	-	2748	762	507	586	484	568	415	811	500
gene-LOC105279779	NC_039512.1	12092666	12097773	+	5108	629	444	337	321	417	342	833	559
gene-LOC105279771	NC_039512.1	12097848	12099759	-	1912	4862	4074	2679	2067	3435	2579	5610	4174
gene-LOC105279772	NC_039512.1	12099856	12102989	+	3134	747	696	356	480	392	385	806	603
gene-LOC105279773	NC_039512.1	12103062	12115134	-	12073	6730	5787	7672	4669	5324	3139	6201	4239
gene-LOC105279774	NC_039512.1	12115341	12117739	+	2399	2240	2215	1344	1581	1439	1562	2257	2461
gene-LOC105279775	NC_039512.1	12118686	12123350	-	4665	507	421	302	369	297	322	518	470
gene-LOC105279776	NC_039512.1	12120160	12127012	+	6853	1401	1349	869	1108	899	954	1485	1321
gene-LOC105279778	NC_039512.1	12126884	12131230	-	4347	2300	1835	1769	1547	1566	1335	2283	1840
gene-LOC105279770	NC_039512.1	12131354	12135124	+	3771	1151	1045	703	849	790	941	1530	1267
gene-LOC105279769	NC_039512.1	12135817	12137690	-	1874	5829	4670	3227	2307	4133	2829	6854	4797
gene-LOC105279768	NC_039512.1	12137963	12139543	+	1581	202	220	402	448	496	523	282	274
gene-LOC105279767	NC_039512.1	12142085	12213813	+	71729	9246	8696	5477	6031	5977	6726	9525	7587
gene-LOC105279763	NC_039512.1	12214503	12265389	-	50887	503	479	459	301	399	254	454	350
gene-LOC105279764	NC_039512.1	12224626	12228931	+	4306	0	0	0	0	0	0	0	0
gene-LOC105279766	NC_039512.1	12229972	12264066	+	34095	0	0	0	0	0	0	0	0
gene-LOC105279762	NC_039512.1	12265467	12269843	-	4377	6782	6879	3473	3204	1901	2003	3538	3601
gene-LOC105279761	NC_039512.1	12270168	12286778	+	16611	225	284	376	296	173	279	108	202
gene-LOC105279760	NC_039512.1	12286885	12296975	-	10091	2539	2752	1776	1995	1849	1903	2861	2650
gene-LOC105279759	NC_039512.1	12297384	12323886	+	26503	6794	5406	3360	3972	3454	3085	6719	4728
gene-LOC105279756	NC_039512.1	12325676	12336278	+	10603	4840	5159	3383	2834	3649	2776	4601	3700
gene-LOC105279753	NC_039512.1	12341899	12438961	-	97063	1692	1617	1190	1346	1438	1296	2143	1350
gene-LOC105279750	NC_039512.1	12439779	12441891	+	2113	2884	2432	1624	1470	1590	1533	3236	2425
gene-LOC105279751	NC_039512.1	12441990	12456067	-	14078	662	629	406	347	417	284	736	602
gene-LOC105279752	NC_039512.1	12445668	12469412	+	23745	1637	1832	1589	1930	1704	1457	1884	1522
gene-LOC105279748	NC_039512.1	12469542	12475093	-	5552	2273	1598	1322	1533	1377	1413	2253	1884
gene-LOC105279922	NC_039512.1	12475825	12480287	+	4463	1	0	2	0	1	2	4	1
gene-LOC109610999	NC_039512.1	12481221	12484566	+	3346	1	2	1	3	4	9	4	0
gene-LOC113562335	NC_039512.1	12485017	12486277	-	1261	32	26	25	27	41	28	54	48
gene-LOC113562334	NC_039512.1	12486380	12486892	+	513	17	4	22	19	9	6	11	1
gene-LOC105279746	NC_039512.1	12486797	12502356	+	15560	17637	12135	16938	12018	18263	10334	19104	10522
gene-LOC105279747	NC_039512.1	12504516	12512771	-	8256	21	4	15	16	9	9	29	9
gene-LOC109610998	NC_039512.1	12539939	12548497	+	8559	18803	12091	11214	10759	12434	7885	18363	10632
gene-LOC105279742	NC_039512.1	12562271	12570221	+	7951	546	329	250	326	214	203	476	370
gene-LOC105279745	NC_039512.1	12574583	12608966	+	34384	17785	12415	17590	15632	17100	11709	16560	10131
gene-LOC105279743	NC_039512.1	12576657	12591459	-	14803	0	0	0	0	0	0	0	0
gene-LOC105279744	NC_039512.1	12592189	12595505	-	3317	0	0	0	0	0	0	0	0
gene-LOC105279741	NC_039512.1	12610195	12621756	-	11562	2557	2661	2096	2246	2118	1938	2913	2335
gene-LOC105279740	NC_039512.1	12621899	12625222	+	3324	5149	3823	3494	2620	3887	2453	5730	3586
gene-LOC105279738	NC_039512.1	12625797	12627969	-	2173	3951	3740	2033	1835	2334	2390	3910	4020
gene-LOC113562331	NC_039512.1	12628646	12635023	+	6378	953	893	1626	1495	1764	1397	989	844
gene-LOC105279737	NC_039512.1	12633157	12687376	-	54220	2265	1821	1558	1763	1534	1150	1990	1312
gene-LOC113562332	NC_039512.1	12650052	12658435	+	8384	0	0	0	0	0	0	0	0
gene-LOC105279736	NC_039512.1	12688450	12692990	+	4541	10	16	10	12	21	9	9	15
gene-LOC105279733	NC_039512.1	12694282	12696137	+	1856	418	498	238	259	244	248	525	556
gene-LOC105279734	NC_039512.1	12696268	12699647	+	3380	1310	1339	977	863	1026	1013	1512	1258
gene-LOC105279735	NC_039512.1	12699622	12705466	-	5845	3383	2990	2307	2405	2261	2544	3865	2866
gene-LOC105279732	NC_039512.1	12705688	12709910	+	4223	63	28	37	23	82	46	112	60
gene-LOC105279726	NC_039512.1	12712167	12724226	+	12060	10197	9061	5690	5731	6208	5637	10688	9171
gene-LOC105279725	NC_039512.1	12718802	12720409	-	1608	0	0	0	0	0	0	0	0
gene-LOC105279728	NC_039512.1	12724225	12733389	-	9165	459	862	233	794	208	660	321	1069
gene-LOC105279729	NC_039512.1	12734556	12735854	+	1299	3270	4022	1832	1876	1974	2397	3350	4275
gene-LOC105279723	NC_039512.1	12736204	12737979	+	1776	2135	1833	1268	1110	1524	1203	2482	1963
gene-LOC105279724	NC_039512.1	12737953	12739559	-	1607	2263	1947	1330	1092	1581	1198	2706	1910
gene-LOC105279719	NC_039512.1	12739826	12742653	+	2828	2754	2779	1470	1611	1388	1721	2466	2865
gene-LOC105279720	NC_039512.1	12742559	12750758	-	8200	543	629	369	361	358	359	580	638
gene-LOC105279722	NC_039512.1	12750881	12752963	-	2083	6056	6036	3594	2713	4017	3470	6265	6111
gene-LOC105279717	NC_039512.1	12752221	12767858	-	15638	27830	23720	19795	16149	22623	14346	32997	17346
gene-LOC105279716	NC_039512.1	12768582	12777996	+	9415	9141	7975	4782	5191	4847	4154	9468	6780
gene-LOC113562326	NC_039512.1	12778459	12781017	-	2559	99	64	72	83	603	308	709	365
gene-LOC105279712	NC_039512.1	12784342	12787143	+	2802	305	230	259	242	362	397	237	235
gene-LOC105279713	NC_039512.1	12786870	12789818	-	2949	195	225	169	142	143	155	197	160
gene-LOC105279714	NC_039512.1	12789963	12808234	-	18272	8838	7400	8206	5834	7648	4642	10738	6123
gene-LOC105279706	NC_039512.1	12808778	12812185	+	3408	2123	1688	1404	1021	1557	1214	2612	1460
gene-LOC105279708	NC_039512.1	12812328	12814789	-	2462	1040	846	739	452	798	467	1214	761
gene-LOC105279709	NC_039512.1	12814910	12819293	-	4384	7923	6714	3851	5100	3884	5184	8077	7494
gene-LOC105279710	NC_039512.1	12819351	12823341	+	3991	1081	736	577	551	607	651	976	747
gene-LOC105279705	NC_039512.1	12822813	12831311	-	8499	3064	2623	2496	2165	2701	2218	3969	2267
gene-LOC105279704	NC_039512.1	12831527	12834013	+	2487	1513	1506	881	786	957	886	1540	1402
gene-LOC105279703	NC_039512.1	12833720	12839362	-	5643	3035	2214	1718	2033	1875	1679	3590	2303
gene-LOC105279702	NC_039512.1	12839981	12847651	+	7671	670	728	659	771	646	823	898	617
gene-LOC113562316	NC_039512.1	12847664	12849333	-	1670	0	0	0	1	0	1	0	0
gene-LOC105279700	NC_039512.1	12850479	12870810	+	20332	19	105	19	28	16	10	16	21
gene-Trnar-ucg-3	NC_039512.1	12862582	12862654	-	73	0	0	0	0	0	0	0	0
gene-Trnal-caa-3	NC_039512.1	12864045	12864164	-	120	0	0	0	0	0	0	0	0
gene-LOC105279701	NC_039512.1	12870643	12877278	-	6636	5	32	14	22	13	12	7	19
gene-LOC105279698	NC_039512.1	12879780	12890421	+	10642	5037	4501	3078	3066	3314	3284	5790	4263
gene-LOC105279697	NC_039512.1	12890803	12907559	-	16757	89	107	59	101	72	60	73	50
gene-LOC105279692	NC_039512.1	12913480	12919927	-	6448	1592	1484	1511	1351	1637	1513	1813	1926
gene-LOC105279919	NC_039512.1	12920494	12923896	-	3403	71	31	39	31	37	23	55	49
gene-LOC105279694	NC_039512.1	12923984	12924911	-	928	1	0	0	3	1	0	0	3
gene-LOC105279696	NC_039512.1	12925553	12928473	-	2921	11803	8302	6426	4705	7629	4855	13165	7822
gene-LOC105279691	NC_039512.1	12929055	12934854	+	5800	1540	1492	1046	963	1089	1007	2108	1516
gene-LOC105279689	NC_039512.1	12935030	12946413	-	11384	1644	1291	1028	1218	1061	1068	1952	1310
gene-LOC105279690	NC_039512.1	12946576	12948953	-	2378	152	165	128	130	130	126	136	154
gene-LOC105279687	NC_039512.1	12949078	12968588	-	19511	1772	1761	1674	1953	1898	1672	2257	1783
gene-LOC105279679	NC_039512.1	12968908	12973531	-	4624	13	13	11	18	21	7	17	9
gene-LOC105279681	NC_039512.1	12979261	12983811	+	4551	1498	1391	705	815	1064	777	1894	1332
gene-LOC105279683	NC_039512.1	12983642	12989927	-	6286	351	424	233	421	248	262	443	362
gene-LOC105279684	NC_039512.1	12989732	12996435	-	6704	885	958	583	727	635	589	1031	879
gene-LOC105279685	NC_039512.1	12998824	13003083	+	4260	76	53	74	66	80	49	55	40
gene-LOC105279677	NC_039512.1	13003282	13011020	-	7739	436	379	348	322	280	235	327	277
gene-LOC105279678	NC_039512.1	13009131	13009588	+	458	0	0	0	0	0	0	0	0
gene-LOC105279676	NC_039512.1	13013200	13025223	-	12024	1525	1451	851	736	1039	738	1448	1217
gene-LOC105279674	NC_039512.1	13017573	13022814	+	5242	0	0	0	0	0	0	0	0
gene-LOC105279673	NC_039512.1	13025749	13030121	-	4373	1769	1658	1025	1309	1174	1221	2138	1703
gene-LOC105279672	NC_039512.1	13030332	13035161	-	4830	2343	1364	2934	2818	1895	1280	2162	1269
gene-LOC105279671	NC_039512.1	13036077	13039900	+	3824	1260	1721	772	873	717	1130	1184	1727
gene-LOC105279670	NC_039512.1	13040470	13050369	+	9900	2930	2248	1637	2254	1486	1983	2366	2353
gene-LOC113562325	NC_039512.1	13050427	13053797	+	3371	10578	10445	6395	7568	5970	7140	9127	10231
gene-LOC105279669	NC_039512.1	13053804	13055281	-	1478	139	81	64	94	111	71	169	103
gene-LOC105279668	NC_039512.1	13055425	13058692	-	3268	3312	2672	1612	1639	1922	1658	3606	2664
gene-LOC105279665	NC_039512.1	13058689	13059367	+	679	13	7	0	4	2	4	5	5
gene-LOC105279666	NC_039512.1	13059380	13063883	-	4504	549	398	678	265	147	210	275	403
gene-LOC105279663	NC_039512.1	13064154	13087561	+	23408	32036	24426	17305	17265	21662	16271	35223	24610
gene-LOC105279664	NC_039512.1	13089540	13093562	-	4023	1597	1015	782	772	1105	794	1848	1067
gene-LOC105279661	NC_039512.1	13093667	13105130	+	11464	10098	9185	5936	5955	5255	5885	9858	8774
gene-LOC105279660	NC_039512.1	13105360	13110585	-	5226	5	11	9	7	6	5	3	0
gene-Trnam-cau-5	NC_039512.1	13107496	13107568	-	73	0	0	0	0	0	0	0	0
gene-Trnar-ccu	NC_039512.1	13108063	13108135	+	73	0	0	0	0	0	0	0	0
gene-Trnah-gug-4	NC_039512.1	13109272	13109343	-	72	0	0	0	0	0	0	0	0
gene-LOC113562270	NC_039512.1	13117521	13119488	+	1968	0	0	0	2	2	0	0	0
gene-LOC105279917	NC_039512.1	13120901	13122630	-	1730	0	0	2	1	1	1	0	1
gene-LOC105279657	NC_039512.1	13122166	13128043	+	5878	1928	1721	1256	1393	1326	1203	2021	1663
gene-LOC105279659	NC_039512.1	13127885	13137631	-	9747	243	268	145	172	121	180	154	210
gene-LOC105279658	NC_039512.1	13128853	13130514	+	1662	0	0	0	0	0	0	0	0
gene-LOC105279916	NC_039512.1	13137754	13143516	+	5763	540	667	265	359	233	387	425	683
gene-LOC105279654	NC_039512.1	13143817	13145617	+	1801	1978	2644	1262	1162	978	1630	1647	3121
gene-LOC105279655	NC_039512.1	13146128	13154781	+	8654	219	174	139	170	117	116	141	108
gene-LOC105279652	NC_039512.1	13154738	13222481	-	67744	2399	1806	1838	1622	1590	1164	2365	1621
gene-LOC105279653	NC_039512.1	13222589	13224837	-	2249	4313	5445	2655	2599	2581	3418	3807	5378
gene-LOC105279650	NC_039512.1	13225425	13230363	+	4939	929	1040	553	735	527	608	827	971
gene-LOC109611000	NC_039512.1	13228493	13229081	-	589	0	0	0	0	0	0	0	0
gene-LOC113562252	NC_039512.1	13230551	13243418	-	12868	16067	13789	6493	9701	5899	7674	13597	14695
gene-LOC105279651	NC_039512.1	13233090	13235373	-	2284	0	0	0	0	0	0	0	0
gene-LOC105279649	NC_039512.1	13235891	13243388	+	7498	0	0	0	0	0	0	0	0
gene-LOC105287508	NC_039512.1	13244314	13246212	+	1899	349	205	137	160	145	168	311	239
gene-LOC105287509	NC_039512.1	13246197	13246991	+	795	249	191	96	133	111	109	240	179
gene-LOC105287506	NC_039512.1	13247034	13259244	-	12211	2092	2236	1713	1706	1658	1353	2440	2105
gene-LOC105286587	NC_039512.1	13258921	13263022	-	4102	6	2	4	6	2	3	2	8
gene-Trnar-ucu-2	NC_039512.1	13261084	13261156	-	73	0	0	0	0	0	0	0	0
gene-LOC105286558	NC_039512.1	13265347	13276619	+	11273	166	221	177	179	165	145	210	175
gene-LOC105286557	NC_039512.1	13272978	13280919	-	7942	1163	920	1071	841	616	481	947	709
gene-LOC105286562	NC_039512.1	13281118	13282601	+	1484	679	685	386	425	393	479	650	675
gene-LOC105286561	NC_039512.1	13281847	13283782	-	1936	2146	2110	1277	1194	1350	1537	2368	2289
gene-LOC105286560	NC_039512.1	13287074	13289812	+	2739	1413	1429	816	873	963	925	1626	1468
gene-LOC105286588	NC_039512.1	13289797	13291489	-	1693	102	130	55	75	38	60	65	86
gene-LOC105286564	NC_039512.1	13293972	13298932	+	4961	339	369	373	283	236	216	274	245
gene-LOC105286563	NC_039512.1	13299345	13300419	-	1075	2117	2203	1276	1067	1405	1402	2194	2393
gene-LOC105286567	NC_039512.1	13300568	13303321	+	2754	3874	4567	2502	2503	2326	3004	3734	5167
gene-LOC105286572	NC_039512.1	13303274	13305594	-	2321	4895	4572	2669	3231	2674	3483	4762	4791
gene-LOC105286571	NC_039512.1	13305607	13306698	+	1092	974	944	564	594	570	726	1017	1027
gene-LOC105286568	NC_039512.1	13306464	13313494	-	7031	25	27	13	15	7	12	12	17
gene-LOC105286569	NC_039512.1	13306933	13315678	+	8746	2772	3077	1712	1620	1988	1900	3036	3001
gene-LOC105286574	NC_039512.1	13315687	13320780	-	5094	11035	11009	6768	7473	8306	7754	11117	11163
gene-LOC105286577	NC_039512.1	13321936	13327135	+	5200	3845	3491	2146	2097	2325	2430	4159	3484
gene-LOC105286579	NC_039512.1	13327538	13333588	-	6051	3018	2443	1956	1700	2289	1686	3569	2570
gene-LOC105286582	NC_039512.1	13334132	13342754	-	8623	4956	4406	3203	3141	3509	3010	5588	3671
gene-LOC105286580	NC_039512.1	13342809	13347393	+	4585	3816	3187	2068	2152	2484	2253	4780	3208
gene-LOC105286583	NC_039512.1	13348756	13350958	-	2203	7709	6248	4155	3589	4847	3210	8909	6154
gene-LOC113562286	NC_039512.1	13366924	13370285	+	3362	22	29	22	19	21	7	11	26
gene-LOC105286584	NC_039512.1	13370087	13371815	-	1729	1358	936	549	574	636	642	1370	1135
gene-LOC105286586	NC_039512.1	13372439	13373855	+	1417	1752	1497	1113	968	1228	1093	1904	1619
gene-LOC105286590	NC_039512.1	13383453	13387418	+	3966	7	4	3	7	1	2	0	5
gene-LOC113562284	NC_039512.1	13410243	13414544	+	4302	37	52	26	36	28	30	29	66
gene-LOC105285380	NC_039512.1	13425994	13431419	+	5426	242	84	194	32	332	49	446	98
gene-LOC105285379	NC_039512.1	13431740	13471110	-	39371	4896	3689	3159	2735	4200	2385	5958	3002
gene-LOC105285382	NC_039512.1	13472059	13476694	-	4636	5031	4276	2813	2691	3173	3372	5952	4263
gene-LOC105287169	NC_039512.1	13478005	13498500	+	20496	2544	3273	1497	1823	1419	2276	2286	3453
gene-LOC105287365	NC_039512.1	13482457	13486273	-	3817	0	0	0	0	0	0	0	0
